"","phenotype","Vplate","Vplate_constraint","Vmom","Vmom_constraint","VA","VA_constraint","VI","VI_constraint","heritability","heritability_se","model_type_significance"
"249","asv_10524",0.91820106403836,"Positive",0.0483970231989779,"Positive",0.549222409547799,"Positive",0.114721526277822,"Positive",0.111618274363587,0.0235453547120807,"sig"
"250","asv_5453",0.464360428758367,"Positive",1.95701059506575e-07,"Boundary",0.478702948141347,"Positive",0.0656489846319044,"Positive",0.111359608666069,0.0193857101015039,"sig"
"251","asv_10118",0.323884230284637,"Positive",4.1611575281048e-08,"Boundary",0.488342174564701,"Positive",0.323517167020376,"Positive",0.11034127080411,0.0226625425297813,"sig"
"252","asv_10020",0.209199384657426,"Positive",5.3735985473972e-07,"Boundary",0.457546709957394,"Positive",0.21249789021224,"Positive",0.109743313812018,0.0243657867069542,"sig"
"253","asv_6064",0.422541603861628,"Positive",0.0251123605817812,"Positive",0.466884698888993,"Positive",0.127024967493678,"Positive",0.107786642118415,0.0216219672096924,"sig"
"254","asv_2910",0.651196735412368,"Positive",0.0611190443917652,"Positive",0.521453537880984,"Positive",0.342512651926914,"Positive",0.10715645766876,0.0267168384494002,"sig"
"255","asv_389",0.139043352542234,"Positive",4.43265322325729e-07,"Boundary",0.453425057782549,"Positive",0.356465491090516,"Positive",0.106966756480092,0.0251622944815557,"sig"
"256","asv_7915",0.301301710173138,"Positive",3.98864339160809e-07,"Boundary",0.478946064919696,"Positive",0.503012339888088,"Positive",0.104727483481362,0.0284032338998202,"sig"
"257","asv_8",0.219001163740756,"Positive",4.8160879250958e-08,"Boundary",0.427116091828934,"Positive",0.182421195811318,"Positive",0.103705742188993,0.0214081159785481,"sig"
"258","asv_2992",0.31901731494642,"Positive",0.0769072940565282,"Positive",0.448612841758392,"Positive",0.220934445285279,"Positive",0.102999824695365,0.0261350823472734,"sig"
"259","asv_375",0.221256140692029,"Positive",5.78618496395257e-07,"Boundary",0.427431474445737,"Positive",0.227799333688232,"Positive",0.102587964473735,0.0217774926835172,"sig"
"260","asv_6562",0.411955498589995,"Positive",0.0401483988097171,"Positive",0.463284733694069,"Positive",0.318114966347753,"Positive",0.102417235603858,0.0265126470448868,"sig"
"261","asv_5694",0.164660174126262,"Positive",0.00652045271258661,"Positive",0.411154988430803,"Positive",0.152199009968088,"Positive",0.102162119777144,0.0201073183029179,"sig"
"262","asv_6519",0.693583702641654,"Positive",0.0522583083475943,"Positive",0.467108269075764,"Positive",0.0719910869652176,"Positive",0.102101476631378,0.0223524900833651,"sig"
"263","asv_7795",0.415511319768642,"Positive",4.07814183310376e-08,"Boundary",0.487100437233405,"Positive",0.580602300418418,"Positive",0.102048730103454,0.0323751095129165,"sig"
"264","asv_6902",0.44364472186663,"Positive",0.0196914137125301,"Positive",0.434053776355095,"Positive",0.0696178630422047,"Positive",0.101962176086816,0.0228791477875564,"sig"
"265","asv_6455",0.246359393499779,"Positive",1.89789209055572e-07,"Boundary",0.422178568158826,"Positive",0.194139424259581,"Positive",0.101664181834996,0.0209274872841186,"sig"
"266","asv_1813",0.115245693894529,"Positive",0.00052448627810798,"Positive",0.408542715737992,"Positive",0.206857202239771,"Positive",0.101597969189592,0.02172937922063,"sig"
"267","asv_7124",0.2272779885657,"Positive",0.028348068641229,"Positive",0.40625856733771,"Positive",0.0543295982096454,"Positive",0.101407100256962,0.0202487079883676,"sig"
"268","asv_269",0.608151858216149,"Positive",5.2639637742662e-07,"Boundary",0.462956675963779,"Positive",0.242888133321286,"Positive",0.1005553775266,0.0221886437194048,"sig"
"269","asv_7789",0.240657015960935,"Positive",4.3574783003098e-08,"Boundary",0.413018510910876,"Positive",0.171359190499383,"Positive",0.100368170599835,0.0197084091752333,"sig"
"270","asv_5029",0.325658853822114,"Positive",0.0424682032187304,"Positive",0.440850671272134,"Positive",0.304347199764198,"Positive",0.100117678906935,0.0277009235002697,"sig"
"271","asv_7766",0.364526967247492,"Positive",0.0290912064592792,"Positive",0.426775925312157,"Positive",0.161527770078275,"Positive",0.0999025587053511,0.0227893301704353,"sig"
"272","asv_3140",0.508343680101045,"Positive",0.0261528464712622,"Positive",0.477378174846303,"Positive",0.478012098778507,"Positive",0.0998722762276748,0.0310962903007835,"sig"
"273","asv_6828",0.622428628230559,"Positive",2.47174282298304e-07,"Boundary",0.437190912094178,"Positive",0.104361716762839,"Positive",0.0981573254571995,0.0208220243484968,"sig"
"274","asv_2664",0.143877258649563,"Positive",0.0903291855475746,"Positive",0.395314008291701,"Positive",0.132032563414177,"Positive",0.0975709824701857,0.0230188879714841,"sig"
"275","asv_2976",0.300356493512767,"Positive",5.32091173357078e-08,"Boundary",0.452145897744838,"Positive",0.593414109126344,"Positive",0.0975310691031318,0.0309473144345414,"sig"
"276","asv_7689",0.228854010244523,"Positive",4.76479660186697e-07,"Boundary",0.403107745698157,"Positive",0.237646946221358,"Positive",0.0969100048552148,0.0207388245943917,"sig"
"277","asv_10122",0.464842344681098,"Positive",4.66506017590942e-08,"Boundary",0.422509287030994,"Positive",0.190692950679473,"Positive",0.096727328338594,0.0213104104498918,"sig"
"278","asv_5799",0.487508629013502,"Positive",0.0304970261062135,"Positive",0.450316014946952,"Positive",0.431566066308704,"Positive",0.0960185062542635,0.0256208500086076,"sig"
"279","asv_6167",0.133739530534668,"Positive",0.0034704720337438,"Positive",0.391504154807567,"Positive",0.297164569185393,"Positive",0.0951204301237153,0.0228625999499054,"sig"
"280","asv_7584",0.557792120540357,"Positive",6.17267033858924e-08,"Boundary",0.42737195797313,"Positive",0.219876924369157,"Positive",0.0950763189546683,0.0213906684814143,"sig"
"281","asv_2770",0.140256810584648,"Positive",0.20456884245743,"Positive",0.482409500252992,"Positive",0.959218363031371,"Positive",0.0950288422225298,0.0374261595832181,"sig"
"282","asv_6047",0.315690564506783,"Positive",0.0384843926988403,"Positive",0.396530647176744,"Positive",0.133772497060788,"Positive",0.0949892747166788,0.0196874726106572,"sig"
"283","asv_4625",0.29606737073079,"Positive",0.0480231276552557,"Positive",0.424019394440244,"Positive",0.418424645483339,"Positive",0.09472045637346,0.0267772211677323,"sig"
"284","asv_3412",0.294637239142932,"Positive",5.08887597397914e-08,"Boundary",0.418004762931906,"Positive",0.421205600344344,"Positive",0.094488959767713,0.0311128111646949,"sig"
"285","asv_2767",0.209301161039245,"Positive",0.0444599298776363,"Positive",0.448308274747981,"Positive",0.760429312743313,"Positive",0.0943310677359598,0.0357711324665946,"sig"
"286","asv_3764",0.326726706476632,"Positive",5.09119470514805e-07,"Boundary",0.38797596668783,"Positive",0.122016671749165,"Positive",0.094015581481417,0.0226784691309544,"sig"
"287","asv_3860",0.334388792952778,"Positive",0.00190678061011208,"Positive",0.428082203427779,"Positive",0.515361162751226,"Positive",0.0936776058922871,0.0248247122805084,"sig"
"288","asv_10568",1.23156711830562,"Positive",6.62118161389314e-08,"Boundary",0.498076766895321,"Positive",0.374045548443866,"Positive",0.0923443529533099,0.0264563070479978,"sig"
"289","asv_10081",0.312429801375158,"Positive",0.0275961420798374,"Positive",0.413484132845525,"Positive",0.44293817530381,"Positive",0.0921629114294733,0.0278205462637638,"sig"
"290","asv_3555",0.559879118978265,"Positive",6.62405401344903e-08,"Boundary",0.435549472545197,"Positive",0.442906338439514,"Positive",0.0921147661692561,0.0243664217209036,"sig"
"291","asv_5618",0.32838076693248,"Positive",5.21633733232746e-08,"Boundary",0.3805291509711,"Positive",0.133825991707199,"Positive",0.0920768117031464,0.0185849232268313,"sig"
"292","asv_10205",0.313723089059571,"Positive",4.36750164890272e-07,"Boundary",0.422842312738273,"Positive",0.575657102384973,"Positive",0.0918778421135227,0.0301752586609645,"sig"
"293","asv_226",0.512836545644957,"Positive",0.0585555130126873,"Positive",0.393962576277323,"Positive",0.0386067355688131,"Positive",0.0917480485463945,0.0231916896209981,"sig"
"294","asv_6634",0.527031701382655,"Positive",5.12023443501671e-07,"Boundary",0.404956821636517,"Positive",0.235996181172426,"Positive",0.0908385295140878,0.0228372439121912,"sig"
"295","asv_6705",0.52209506760668,"Positive",0.0359355437179208,"Positive",0.409838322609417,"Positive",0.255081580351937,"Positive",0.0908138304003233,0.0237365015049722,"sig"
"296","asv_5236",0.548356475020489,"Positive",1.50450033026468e-07,"Boundary",0.440119066577649,"Positive",0.573967163593567,"Positive",0.0907005151159978,0.030573839916238,"sig"
"297","asv_3868",0.216682453606208,"Positive",6.58199712346868e-08,"Boundary",0.441074970015868,"Positive",0.928837720495967,"Positive",0.090447320523344,0.0348958674978495,"sig"
"298","asv_7643",0.268348685718016,"Positive",9.0475445413096e-08,"Boundary",0.366858508253893,"Positive",0.139956440554892,"Positive",0.0902444607575282,0.0194531302804275,"sig"
"299","asv_1737",0.178063028974447,"Positive",5.0086539654748e-08,"Boundary",0.366740243284192,"Positive",0.267034233094142,"Positive",0.0894087682233707,0.0220012298659902,"sig"
"300","asv_3762",0.219657376794056,"Positive",4.77313621345214e-07,"Boundary",0.371558436836383,"Positive",0.275470125683583,"Positive",0.0893881326602048,0.0210058468069383,"sig"
"301","asv_5350",0.337335712675398,"Positive",0.00852602073338102,"Positive",0.378730176972533,"Positive",0.227156814294438,"Positive",0.0892863301329769,0.0230986346942624,"sig"
"302","asv_2983",0.304461589479337,"Positive",5.95698575279152e-07,"Boundary",0.407036637501168,"Positive",0.58462185536852,"Positive",0.0887540180635742,0.02802120975272,"sig"
"303","asv_6801",0.702523308186711,"Positive",6.32980284503563e-08,"Boundary",0.413087229008766,"Positive",0.249870745419561,"Positive",0.0887313681046978,0.0215051391899555,"sig"
"304","asv_2961",0.363309252444935,"Positive",0.00225905171495867,"Positive",0.378744060493939,"Positive",0.255375036750155,"Positive",0.0882917623251471,0.0214142868496417,"sig"
"305","asv_5601",0.182201458228062,"Positive",9.17951626565089e-08,"Boundary",0.340407996567258,"Positive",0.0434631873660914,"Positive",0.0882784169420937,0.021444937731522,"sig"
"306","asv_6508",0.315623820324842,"Positive",0.0670204013653323,"Positive",0.386969413263533,"Positive",0.350830426151845,"Positive",0.0877393314374183,0.0263885994350919,"sig"
"307","asv_2859",0.192817023862829,"Positive",0.0257710894253319,"Positive",0.34623275486437,"Positive",0.0915877018427406,"Positive",0.0877336314077548,0.0180404608794097,"sig"
"308","asv_6057",0.283332603891467,"Positive",0.00938156325982623,"Positive",0.348917118510018,"Positive",0.0720948404291882,"Positive",0.0871480984266833,0.0203947341175157,"sig"
"309","asv_7881",0.283258433026112,"Positive",0.00590680192216466,"Positive",0.361473747567562,"Positive",0.215460049340123,"Positive",0.0869742864154373,0.0191370414230754,"sig"
"310","asv_6620",0.649891599306344,"Positive",0.0305767951019477,"Positive",0.415543913392919,"Positive",0.400437061320573,"Positive",0.0868167364463657,0.0233179960027708,"sig"
"311","asv_6462",0.0835688469379725,"Positive",1.38072068088598e-07,"Boundary",0.424129378193807,"Positive",1.10572070571611,"Positive",0.0864966612546186,0.0342993041035732,"sig"
"312","asv_7616",0.212255680469334,"Positive",4.90978527150655e-08,"Boundary",0.34137668372161,"Positive",0.126721322419601,"Positive",0.085981427964806,0.0209842664149887,"sig"
"313","asv_10410",0.391418856344192,"Positive",4.47113801678973e-08,"Boundary",0.354091975715625,"Positive",0.0859929565315212,"Positive",0.0859132952526889,0.0228328021676571,"sig"
"314","asv_10100",0.949692491046314,"Positive",5.9575577844338e-07,"Boundary",0.417543834331755,"Positive",0.224775157705072,"Positive",0.0855269973914237,0.0211731175604141,"sig"
"315","asv_6640",0.76829207026015,"Positive",3.84715936770844e-07,"Boundary",0.400559635995457,"Positive",0.235254112615696,"Positive",0.08533246130847,0.0249431841032934,"sig"
"316","asv_5584",0.20331177433458,"Positive",5.68304106164556e-08,"Boundary",0.336012845297335,"Positive",0.113289234889346,"Positive",0.08522590668335,0.0178717206377619,"sig"
"317","asv_7759",0.324277579712042,"Positive",2.03558043814557e-07,"Boundary",0.344041774011115,"Positive",0.114910493935953,"Positive",0.0844641156244806,0.017044573596391,"sig"
"318","asv_7260",0.310253198768916,"Positive",0.00549576379732081,"Positive",0.346235464803035,"Positive",0.158010626926163,"Positive",0.0842423069198532,0.0179156898448232,"sig"
"319","asv_7448",0.276097481343517,"Positive",5.6231627189976e-08,"Boundary",0.3406625717567,"Positive",0.142960751473083,"Positive",0.0841200130739356,0.020387281006564,"sig"
"320","asv_7917",0.354663415925919,"Positive",0.0475864866233325,"Positive",0.370586998853814,"Positive",0.343725996025359,"Positive",0.0840988787587897,0.0243915865773967,"sig"
"321","asv_6504",0.435570250871176,"Positive",5.17208031080431e-08,"Boundary",0.373180275201885,"Positive",0.374525799737456,"Positive",0.0834243725865722,0.0264549894086315,"sig"
"322","asv_5547",0.202782447989856,"Positive",4.88776475918997e-08,"Boundary",0.340269601086877,"Positive",0.262410960142488,"Positive",0.0830845245726616,0.0203932341229673,"sig"
"323","asv_7713",0.227592673061541,"Positive",5.7068062708198e-08,"Boundary",0.344726928758646,"Positive",0.298155811626797,"Positive",0.082857579909243,0.0247457346855559,"sig"
"324","asv_5723",0.152647164581462,"Positive",0.0414661433973675,"Positive",0.341918365464679,"Positive",0.300709047784551,"Positive",0.0828543367665049,0.0228936627065355,"sig"
"325","asv_2981",0.453823003230297,"Positive",0.243110649232096,"Positive",0.428350236905705,"Positive",0.760543787995263,"Positive",0.0827597562374629,0.0369976882910672,"sig"
"326","asv_7783",0.419666937399967,"Positive",0.099421413894615,"Positive",0.354649204091287,"Positive",0.129321568751685,"Positive",0.0826099044612002,0.0253198393566187,"sig"
"327","asv_6593",1.14282605648265,"Positive",0.0144421352254305,"Positive",0.411683547484849,"Positive",0.132684068996517,"Positive",0.0824746762993861,0.0219212689266802,"sig"
"328","asv_209",0.494022199031754,"Positive",0.0120675784804328,"Positive",0.350532726148353,"Positive",0.107439869891416,"Positive",0.0823995267036186,0.0171521829002144,"sig"
"329","asv_5523",0.132852157075581,"Positive",0.0175819226844725,"Positive",0.308691506980912,"Positive",0.0305256121529468,"Positive",0.0816719561506756,0.01835866859694,"sig"
"330","asv_2784",0.488669685852565,"Positive",4.86691262394702e-08,"Boundary",0.367227305473055,"Positive",0.355183942439697,"Positive",0.0815864693184074,0.0252869650725286,"sig"
"331","asv_5928",0.279886425573561,"Positive",5.02515359252528e-08,"Boundary",0.352705873599721,"Positive",0.405635874495125,"Positive",0.0814896662912765,0.0233954592123637,"sig"
"332","asv_6624",0.762350659976898,"Positive",3.64488309979213e-07,"Boundary",0.3812338724074,"Positive",0.272927517018056,"Positive",0.0810013527813584,0.0202078184218871,"sig"
"333","asv_6068",0.259636870269281,"Positive",0.00651692710740252,"Positive",0.325353117504908,"Positive",0.180958545306076,"Positive",0.0800876021453923,0.0200970246275339,"sig"
"334","asv_7772",0.207056577762507,"Positive",3.4421224910564e-07,"Boundary",0.313974988000209,"Positive",0.140743082457196,"Positive",0.0794516359361264,0.0177869506712749,"sig"
"335","asv_5867",0.234356912613986,"Positive",4.51892921222657e-07,"Boundary",0.309075662116753,"Positive",0.0572623841682262,"Positive",0.0794396963739306,0.0161171460580971,"sig"
"336","asv_10383",0.919518399601207,"Positive",0.037842140461511,"Positive",0.399470816496277,"Positive",0.382122549453824,"Positive",0.0794341773581686,0.025002849965863,"sig"
"337","asv_7686",0.18449144097596,"Positive",0.00199611612246955,"Positive",0.312501159752899,"Positive",0.164780720572806,"Positive",0.079038791891844,0.0185813556937462,"sig"
"338","asv_6873",0.420862308917385,"Positive",0.0324822699495494,"Positive",0.333843168193081,"Positive",0.174725955340832,"Positive",0.0785159792882381,0.0213038233042461,"sig"
"339","asv_3916",0.275378440895216,"Positive",2.68088778346518e-07,"Boundary",0.331671641635042,"Positive",0.342642289534936,"Positive",0.0782301147243062,0.020845132827382,"sig"
"340","asv_461",0.290228746813311,"Positive",4.21415319123171e-07,"Boundary",0.316528208792922,"Positive",0.172318286230796,"Positive",0.0777887252506693,0.0184620871661093,"sig"
"341","asv_2655",0.17500668203539,"Positive",0.00308354415619765,"Positive",0.296919361793343,"Positive",0.0734646836834281,"Positive",0.0773534849471036,0.0162422279823363,"sig"
"342","asv_7825",0.18766785386277,"Positive",9.13794939208645e-08,"Boundary",0.29904687788176,"Positive",0.0950395452761808,"Positive",0.0772380810937976,0.0170515894727133,"sig"
"343","asv_4495",0.253720792070139,"Positive",0.021895317168082,"Positive",0.332598530137524,"Positive",0.432840905916399,"Positive",0.0767938731469419,0.0248528131558567,"sig"
"344","asv_5278",0.269143226212504,"Positive",0.0488276468890629,"Positive",0.314366365969063,"Positive",0.233258380918492,"Positive",0.0756489309154401,0.022132118556005,"sig"
"345","asv_7600",0.218004992807712,"Positive",8.35268764908236e-08,"Boundary",0.294982857689187,"Positive",0.118348663845521,"Positive",0.075225079593899,0.0165622225195349,"sig"
"346","asv_7738",0.219500295346749,"Positive",1.98116658855576e-07,"Boundary",0.290410948783113,"Positive",0.0684644212546356,"Positive",0.0750730950224341,0.015252483586842,"sig"
"347","asv_6660",0.62179166444927,"Positive",2.31410702932889e-07,"Boundary",0.343310353633065,"Positive",0.338156196649608,"Positive",0.0747422244270562,0.0225202965823811,"sig"
"348","asv_10117",0.567120720908889,"Positive",3.65763504344317e-07,"Boundary",0.326782442726241,"Positive",0.208058059443597,"Positive",0.0744046677358088,0.0195795005013168,"sig"
"349","asv_5270",0.397828241567255,"Positive",8.48126238733977e-08,"Boundary",0.297996998389625,"Positive",0.0558876594243458,"Positive",0.0737303711458527,0.0163908095434535,"sig"
"350","asv_6425",0.426445737907966,"Positive",8.51479994959248e-08,"Boundary",0.301723262490526,"Positive",0.0812789525516447,"Positive",0.0736009481487428,0.015221097174264,"sig"
"351","asv_1774",0.20424105785511,"Positive",3.65876078638768e-07,"Boundary",0.278290697506988,"Positive",0.0345099367513197,"Positive",0.0730989291076952,0.0154142566499219,"sig"
"352","asv_8261",0.191241251053824,"Positive",0.00902704413027575,"Positive",0.29537901827933,"Positive",0.263927437024202,"Positive",0.0729407497031045,0.0198709285504915,"sig"
"353","asv_6795",0.489710896898374,"Positive",2.8807576460894e-07,"Boundary",0.304079300390267,"Positive",0.0937960893332453,"Positive",0.072788270201743,0.0206568146678654,"sig"
"354","asv_7650",0.181953862044194,"Positive",4.04788499488436e-07,"Boundary",0.287866622759325,"Positive",0.199927262581673,"Positive",0.0726982150623145,0.0206469504576969,"sig"
"355","asv_6749",0.724766380045583,"Positive",0.126119049576453,"Positive",0.372615939555342,"Positive",0.617840076616168,"Positive",0.0726156977647232,0.0276297262802577,"sig"
"356","asv_7495",0.656536782583682,"Positive",0.0643325995955284,"Positive",0.337145775461953,"Positive",0.3168837303982,"Positive",0.0722729009896405,0.021306951684667,"sig"
"357","asv_7162",0.211400333253311,"Positive",0.00839624975099553,"Positive",0.282084273820468,"Positive",0.126875398848618,"Positive",0.0719831128593619,0.0168666250156039,"sig"
"358","asv_155",0.427846745136138,"Positive",0.0348622524907431,"Positive",0.334482476955398,"Positive",0.588979851428355,"Positive",0.0715291321972914,0.0310409437767742,"sig"
"359","asv_236",0.538426318015961,"Positive",0.0717664838820054,"Positive",0.33740141622859,"Positive",0.49797497810431,"Positive",0.0712483340961705,0.0246972689478583,"sig"
"360","asv_7711",0.163344769057997,"Positive",0.0403118338351086,"Positive",0.277504404167791,"Positive",0.150683365508185,"Positive",0.0707586476681138,0.0208786132092006,"sig"
"361","asv_513",0.263447107348384,"Positive",0.0333777093060423,"Positive",0.280322511376396,"Positive",0.100893797274388,"Positive",0.0706450620152871,0.0159981539336431,"sig"
"362","asv_3005",0.308539994355013,"Positive",6.48955177482977e-08,"Boundary",0.32501271473776,"Positive",0.721572989303114,"Positive",0.0699685501103559,0.0283979672938793,"sig"
"363","asv_178",0.89126085459564,"Positive",2.04424050397931e-07,"Boundary",0.340013537635284,"Positive",0.345246294281773,"Positive",0.0698678882214427,0.0206402474201354,"sig"
"364","asv_7944",0.551273070558905,"Positive",0.0475053932648102,"Positive",0.300613514187662,"Positive",0.115889006928441,"Positive",0.0698243657589899,0.017225818096392,"sig"
"365","asv_6072",0.279250787906711,"Positive",0.0166414152116744,"Positive",0.275801045753061,"Positive",0.0994798992397178,"Positive",0.0696261020260055,0.0170334805716254,"sig"
"366","asv_1057",0.213969611083995,"Positive",0.00098307203169308,"Positive",0.286164221239948,"Positive",0.32781748713816,"Positive",0.0694753045425825,0.0216171107063869,"sig"
"367","asv_10371",0.367877177684708,"Positive",0.00911527973284182,"Positive",0.280720358867172,"Positive",0.120702556410586,"Positive",0.0689999258067879,0.0210387749411812,"sig"
"368","asv_6659",0.265190336116718,"Positive",4.99768398706491e-07,"Boundary",0.273170052681049,"Positive",0.130940632873027,"Positive",0.0689945060263439,0.0162588424658346,"sig"
"369","asv_10486",0.310125621783836,"Positive",9.17868803909049e-08,"Boundary",0.27910905076519,"Positive",0.178350871997398,"Positive",0.0687869772275247,0.0163977380441651,"sig"
"370","asv_3777",0.29009106450509,"Positive",6.00347441577673e-08,"Boundary",0.285199050879652,"Positive",0.28491173331411,"Positive",0.0687193194816584,0.0180635205004174,"sig"
"371","asv_3101",0.353977551945839,"Positive",0.0596245538728933,"Positive",0.300419695058522,"Positive",0.416650082532335,"Positive",0.0679579265283117,0.0248226896850532,"sig"
"372","asv_8199",0.674052599399127,"Positive",0.00559849548412484,"Positive",0.294962242652222,"Positive",0.110852478524818,"Positive",0.0674127635895481,0.0153002916160773,"sig"
"373","asv_5287",0.348249766283044,"Positive",4.6389565494111e-08,"Boundary",0.268611619936616,"Positive",0.0942916324051735,"Positive",0.0671335526464417,0.0138994375667407,"sig"
"374","asv_6411",1.01172938505095,"Positive",0.0295484156155975,"Positive",0.330035715437568,"Positive",0.259922719296083,"Positive",0.0670635790786681,0.0204933491627145,"sig"
"375","asv_5717",0.33486847424768,"Positive",0.0702957529041921,"Positive",0.276955859438651,"Positive",0.207825127854064,"Positive",0.0662582510607024,0.0216421372905347,"sig"
"376","asv_10129",0.421228698524455,"Positive",0.0268796906025033,"Positive",0.322093211151542,"Positive",0.853253408176705,"Positive",0.0655533042629423,0.0291961264287827,"sig"
"377","asv_7290",0.373610251771346,"Positive",0.0191678882389829,"Positive",0.262203439621447,"Positive",0.0564100144663021,"Positive",0.0655280627890028,0.016759659709041,"sig"
"378","asv_5860",0.163264857887324,"Positive",5.15587371337264e-08,"Boundary",0.262825969221187,"Positive",0.303769240600562,"Positive",0.0653818693743649,0.0218779135044006,"sig"
"379","asv_7022",0.438957496567955,"Positive",5.15997270083577e-07,"Boundary",0.269892146896391,"Positive",0.142942566685041,"Positive",0.0651631225272558,0.0168077447071929,"sig"
"380","asv_2754",0.376807094305498,"Positive",5.49449443306548e-08,"Boundary",0.27501314531042,"Positive",0.2839862754753,"Positive",0.0650794447764007,0.0192834314016883,"sig"
"381","asv_6460",0.0910571138412972,"Positive",0.13491803596991,"Positive",0.325903419180758,"Positive",1.17450085805705,"Positive",0.0649678565826662,0.0406229429670158,"sig"
"382","asv_6158",0.323962508937595,"Positive",0.026230916545069,"Positive",0.273877805163257,"Positive",0.350552864933358,"Positive",0.0642208548807759,0.0208862519837674,"sig"
"383","asv_7779",0.278000763255885,"Positive",9.07864720363229e-08,"Boundary",0.247395775424302,"Positive",0.0499911144907648,"Positive",0.0640028353717021,0.0140797454998615,"sig"
"384","asv_1707",0.287832277588829,"Positive",4.10397315828621e-08,"Boundary",0.255975967121176,"Positive",0.195421463345679,"Positive",0.0635297521017868,0.0165713171352246,"sig"
"385","asv_6717",0.365506744905653,"Positive",0.0388607235892448,"Positive",0.266725277699967,"Positive",0.249899660613807,"Positive",0.0633402419032398,0.0217592039131132,"sig"
"386","asv_10260",0.428139621027809,"Positive",6.17753294873136e-08,"Boundary",0.277443354190939,"Positive",0.39039658676285,"Positive",0.0632568725782833,0.0253678428530217,"sig"
"387","asv_7731",0.302273653397184,"Positive",9.63337217839285e-08,"Boundary",0.250684837703128,"Positive",0.124908758552192,"Positive",0.0631787345302038,0.017721906267352,"sig"
"388","asv_10002",0.191445117149541,"Positive",9.13958843025449e-08,"Boundary",0.23874409610156,"Positive",0.0696557492200405,"Positive",0.0629957406459016,0.0148956443125649,"sig"
"389","asv_6975",0.324686058769499,"Positive",8.91213077135501e-08,"Boundary",0.250632918976193,"Positive",0.122112632110224,"Positive",0.0628557271690648,0.0147360990911918,"sig"
"390","asv_267",0.712300535336954,"Positive",0.0871459178815417,"Positive",0.276289993987822,"Positive",0.0317795584119704,"Positive",0.0628286500003258,0.0199398903903513,"sig"
"391","asv_7250",0.393690748152338,"Positive",0.0208499419882579,"Positive",0.261988525901965,"Positive",0.237889970448291,"Positive",0.0623126558702225,0.0186598080129411,"sig"
"392","asv_10229",0.303282179700828,"Positive",8.83822876679866e-08,"Boundary",0.24319781540992,"Positive",0.0735509573230334,"Positive",0.0621984359896953,0.0136425431997155,"sig"
"393","asv_7674",0.217407736631184,"Positive",0.00126209024281312,"Positive",0.240017522621445,"Positive",0.112621830772503,"Positive",0.0621596229195999,0.0186084986218661,"sig"
"394","asv_7519",0.309947304482874,"Positive",9.11547513964141e-08,"Boundary",0.247276088051698,"Positive",0.155249454452185,"Positive",0.0617808269720661,0.0188366034283496,"sig"
"395","asv_5198",0.332962144438749,"Positive",3.8291861862891e-07,"Boundary",0.241440873156253,"Positive",0.0957072407342443,"Positive",0.0609682140295385,0.0138870144891248,"sig"
"396","asv_3800",0.307738662799714,"Positive",0.0389121979665776,"Positive",0.255917627014677,"Positive",0.361234574040799,"Positive",0.0601620769216044,0.0223752476979837,"sig"
"397","asv_3809",0.191958360192822,"Positive",5.49344508859414e-07,"Boundary",0.235642665937433,"Positive",0.20169162633697,"Positive",0.0601237656393007,0.016777003736958,"sig"
"398","asv_10282",0.64260143338813,"Positive",0.00171574962692742,"Positive",0.255078776401065,"Positive",0.099210402834571,"Positive",0.0594782441788848,0.0152244135124743,"sig"
"399","asv_6950",0.828111375122046,"Positive",0.060813788128122,"Positive",0.270477207423781,"Positive",0.107315142191287,"Positive",0.0593579054791366,0.0199789171295919,"sig"
"400","asv_2809",0.210908034470734,"Positive",6.05485179864282e-07,"Boundary",0.246193121202272,"Positive",0.412862274366539,"Positive",0.0591815503931917,0.0222159543212267,"sig"
"401","asv_10307",0.566523238430819,"Positive",2.41453391549136e-07,"Boundary",0.249945350782895,"Positive",0.152321208671626,"Positive",0.0586892869745005,0.0192743146480722,"sig"
"402","asv_6940",0.69345733859348,"Positive",4.99114970694052e-07,"Boundary",0.258384900695674,"Positive",0.175531050407212,"Positive",0.0584928767744607,0.0161886711343905,"sig"
"403","asv_5494",0.267669663791233,"Positive",8.66564831952285e-08,"Boundary",0.220658815834603,"Positive",3.87947666881559e-08,"Boundary",0.0584011712316646,0.0108808195191367,"sig"
"404","asv_10571",0.372601147231748,"Positive",0.00828625595098616,"Positive",0.231651146776324,"Positive",0.1034775518928,"Positive",0.0578258151956102,0.0144731574979811,"sig"
"405","asv_7247",0.542194686683041,"Positive",5.95123679879098e-08,"Boundary",0.252832957258461,"Positive",0.314602621527246,"Positive",0.0574668639369255,0.0200237256029837,"sig"
"406","asv_3886",0.247480434969918,"Positive",0.0150483655431855,"Positive",0.262663381009695,"Positive",0.763731702998841,"Positive",0.0573635613157032,0.0270538474754704,"sig"
"407","asv_8010",0.192918658620472,"Positive",6.28676435126032e-07,"Boundary",0.224547759584313,"Positive",0.213128347902129,"Positive",0.0572738926039374,0.0199916792026213,"sig"
"408","asv_10354",0.517174305662441,"Positive",5.11774750723274e-08,"Boundary",0.236855003689927,"Positive",0.103069619075099,"Positive",0.057113419490289,0.017226895943699,"sig"
"409","asv_3790",0.276006603734858,"Positive",0.0255364069329903,"Positive",0.23490252553946,"Positive",0.290317662025759,"Positive",0.0570600042383495,0.0195383889851391,"sig"
