"","phenotype","Vplate","Vplate_constraint","Vmom","Vmom_constraint","VA","VA_constraint","VI","VI_constraint","VR","VR_constraint","heritability","heritability_se","VA_LRT_chi","VA_LRT_p","p_adjust"
"50","f_Veillonellaceae",0.0750471596357158,"Positive",2.6994311531092e-08,"Boundary",0.0889164826130492,"Positive",0.0435723354175531,"Positive",0.595801136509033,"Positive",0.110683893543857,0.0201231213328249,48.695068811985,2.99016367222293e-12,1.2220668921259e-11
"51","g_[Eubacterium]_coprostanoligenes_group",0.0728561572600245,"Positive",1.37969695947184e-07,"Boundary",0.0763832055419176,"Positive",0.0455279084991814,"Positive",1.36343264981112,"Positive",0.0490201531547375,0.0125429596007167,15.8567166259963,6.83236027880785e-05,8.23387007958894e-05
"52","g_[Eubacterium]_hallii_group",0.37778136597163,"Positive",0.0241983568044217,"Positive",0.304805053458462,"Positive",0.191332923433934,"Positive",3.41162898012952,"Positive",0.0707245868735723,0.0167612368731766,21.5874823838312,3.38050944226342e-06,4.5831906861456e-06
"53","g_[Eubacterium]_ruminantium_group",0.0905176996668219,"Positive",3.55774774423247e-07,"Boundary",0.0627583124745777,"Positive",0.0736615708203778,"Positive",3.51580787431417,"Positive",0.0167679868228677,0.00678721190416319,8.16711416436738,0.00426567224296026,0.00453931914156526
"54","g_Acidaminococcus",0.248808550629007,"Positive",0.0551707786054254,"Positive",0.313924351528433,"Positive",0.200430653610624,"Positive",3.05443761278601,"Positive",0.0810593434913415,0.0186685248674983,27.060218058039,1.97214995778516e-07,3.17054065176257e-07
"55","g_Alloprevotella",0.0975219049336151,"Positive",1.74957387304701e-07,"Boundary",0.321416220567023,"Positive",0.146380798973427,"Positive",1.72894933586137,"Positive",0.140095298188592,0.0240677400463663,51.671856283574,6.55919762948542e-13,3.24507672195595e-12
"56","g_Bifidobacterium",0.126636721872138,"Positive",7.45328376684742e-07,"Boundary",0.171229041183108,"Positive",0.0903835833780565,"Positive",1.19532288894096,"Positive",0.108128291698393,0.0190557195669664,54.7984858700547,1.33559829862406e-13,7.24305231176896e-13
"57","g_Butyricicoccus",0.137606646283679,"Positive",0.0031510818031906,"Positive",0.0645853147795549,"Positive",0.0750782251668916,"Positive",2.19027919258818,"Positive",0.026140487610266,0.00905540749175939,11.2340051149331,0.00080312145355721,0.000881246108572502
"58","g_CAG-873",0.145299558975986,"Positive",1.44427386138736e-06,"Boundary",0.605544605665571,"Positive",0.150538575338791,"Positive",2.8211538214391,"Positive",0.162669824925747,0.0229256941704062,72.723917569223,0,0
"59","g_Campylobacter",0.0727814362546199,"Positive",0.0330511869454477,"Positive",0.490570932538737,"Positive",0.685194787430958,"Positive",2.51878462888713,"Positive",0.129084604405862,0.0314355083257552,26.4043980479764,2.76909255636504e-07,4.25525351064133e-07
"60","g_Candidatus_Methanogranum",0.0992854384983174,"Positive",1.08514315057011e-06,"Boundary",0.3791942326742,"Positive",0.228860229187545,"Positive",1.90586371812135,"Positive",0.145106976176895,0.0263229443497623,42.6991033383492,6.38415986742302e-11,1.72236440982536e-10
"61","g_Christensenellaceae_R-7_group",0.117902887614805,"Positive",0.0153757013236794,"Positive",0.403263349832342,"Positive",0.0822176008873947,"Positive",2.52806184821532,"Positive",0.12814942449112,0.0193688908553718,63.6959610642407,1.4432899320127e-15,1.69586567011493e-14
"62","g_Collinsella",0.253936735143512,"Positive",0.0118989108359321,"Positive",0.416186142115013,"Positive",0.201509105071354,"Positive",2.19088377406836,"Positive",0.135370854995766,0.0229795486723934,60.7524290502479,6.43929354282591e-15,5.1616368836762e-14
"63","g_Coprococcus_2",0.108551324898521,"Positive",3.31068387565529e-07,"Boundary",0.0708523311996282,"Positive",0.0599780122198031,"Positive",3.27165647375175,"Positive",0.0201798788995616,0.00672953636908123,15.2255447852294,9.54041489724666e-05,0.000112568912176718
"64","g_Coriobacteriaceae_UCG-003",0.172262736220415,"Positive",0.0014979658738719,"Positive",0.333526618163431,"Positive",0.136144937316972,"Positive",1.72377055134984,"Positive",0.140894821899505,0.0225466828095308,61.8978308074475,3.66373598126302e-15,3.44391182238724e-14
"65","g_Dialister",0.0564536274120738,"Positive",6.84933484452103e-08,"Boundary",0.0651705116562488,"Positive",0.0260139172088148,"Positive",0.676859269160371,"Positive",0.0790427139442409,0.0150502952001556,46.8822688242872,7.53819229259989e-12,2.83436030201756e-11
"66","g_Elusimicrobium",0.0894257228616442,"Positive",3.81417241634727e-07,"Boundary",0.271830325956865,"Positive",0.205538467573792,"Positive",3.76920973026395,"Positive",0.0626914289244291,0.0154746713630662,24.2997182183608,8.24511231067859e-07,1.19237008800583e-06
"67","g_Enterorhabdus",0.198084969455774,"Positive",0.0146684242194841,"Positive",0.0840488610606901,"Positive",0.0317994672648327,"Positive",1.50950390853332,"Positive",0.0457258057776952,0.0103053717968265,36.0506440874451,1.92255233955052e-09,4.01599822039442e-09
"68","g_Erysipelotrichaceae_UCG-004",0.153784033419129,"Positive",0.00224178939051371,"Positive",0.0869923072623424,"Positive",0.112603126207027,"Positive",2.31327145059909,"Positive",0.0325949061339751,0.0103624205739879,16.212777802175,5.66109816981797e-05,6.91095101250505e-05
"69","g_Faecalibacterium",0.435738163066869,"Positive",0.0400914298401867,"Positive",0.46048625022044,"Positive",0.167864777911522,"Positive",3.68058927536901,"Positive",0.0962399990365539,0.018373039119237,39.626283977319,3.07516567765731e-10,7.41193778717403e-10
"70","g_Family_XIII_AD3011_group",0.0625694213687875,"Positive",1.45148716907526e-07,"Boundary",0.223911410222185,"Positive",0.0429873127293619,"Positive",1.43437657343009,"Positive",0.126945070358486,0.0187610889330965,64.0259179797977,1.22124532708767e-15,1.56541446472147e-14
"71","g_Family_XIII_UCG-001",0.223643762163691,"Positive",0.0163615986120042,"Positive",0.0341151773978391,"Positive",0.0167226621726095,"Positive",2.04303152213099,"Positive",0.0146173987272247,0.00519294403235078,12.16766395991,0.000486251670805626,0.0005463066580366
"72","g_GCA-900066575",0.0612955424899219,"Positive",0.0106125922372468,"Positive",0.103118334583208,"Positive",0.0256702723642147,"Positive",1.50236391615575,"Positive",0.060548832543979,0.01278183453183,30.5686126172768,3.22265321095472e-08,5.67992628430769e-08
"73","g_Helicobacter",0.0798667505552657,"Positive",1.75746686998938e-07,"Boundary",0.237808943241647,"Positive",0.110789933109072,"Positive",1.73674928762774,"Positive",0.109831556370157,0.019642215386396,50.0990722387796,1.46171963422148e-12,6.54293550556282e-12
