"","age_window","diet_shannon_h","season","baboon_id"
"258","3_6",1.48995824953714,"dry","b_1040"
"259","1_4",1.4196479350323,"dry","b_1040"
"260","2_5",1.43703129485593,"dry","b_1040"
"261","4_7",1.43587561852605,"dry","b_1040"
"262","0_3",1.60496131767206,"dry","b_1040"
"263","3_6",1.69674850750197,"wet","b_1040"
"264","1_4",1.82578505773647,"wet","b_262"
"265","0_3",1.79073153571706,"wet","b_262"
"266","1_4",1.1683113233723,"dry","b_1041"
"267","2_5",1.07068543694824,"dry","b_1041"
"268","0_3",1.43131377463257,"dry","b_1041"
"269","3_6",1.80518083805217,"wet","b_1041"
"270","0_3",1.81462854190888,"wet","b_1041"
"271","1_4",1.82542163548943,"wet","b_1041"
"272","3_6",1.11264200317375,"dry","b_1041"
"273","2_5",1.82339719069385,"wet","b_1041"
"274","2_5",1.35415660259515,"dry","b_687"
"275","3_6",1.45721599742555,"wet","b_687"
"276","1_4",1.2042304177857,"dry","b_687"
"277","1_4",1.79734525710595,"wet","b_687"
"278","2_5",1.45476437101904,"wet","b_687"
"279","0_3",1.38848134898886,"dry","b_687"
"280","0_3",1.20046958252701,"dry","b_715"
"281","1_4",1.10327803991359,"dry","b_715"
"282","1_4",1.84546076997603,"wet","b_715"
"283","3_6",1.20510347032019,"dry","b_1048"
"284","1_4",1.45122945876879,"dry","b_1048"
"285","2_5",1.37541513379577,"dry","b_1048"
"286","4_7",1.3621938134945,"wet","b_1048"
"287","0_3",2.17683603370461,"wet","b_1048"
"288","1_4",2.13441986511013,"wet","b_1048"
"289","3_6",1.7550462051435,"wet","b_1048"
"290","0_3",1.40778555798115,"dry","b_1048"
"291","2_5",1.74047271642171,"wet","b_1048"
"292","1_4",1.33490795652326,"dry","b_1018"
"293","3_6",1.42892459388297,"dry","b_1018"
"294","0_3",1.21312227831641,"dry","b_1018"
"295","6_9",1.37355259903203,"dry","b_1018"
"296","5_8",1.88191277109878,"wet","b_1018"
"297","6_9",1.79575253948942,"wet","b_1018"
"298","2_5",1.46927504375148,"wet","b_1018"
"299","3_6",1.78434494654491,"wet","b_1018"
"300","0_3",1.61340677633382,"wet","b_1018"
"301","1_4",1.57335353984238,"wet","b_1018"
"302","4_7",1.8279143970949,"wet","b_1018"
"303","5_8",1.3840760997477,"dry","b_1018"
"304","4_7",1.33677331689195,"dry","b_1018"
"305","0_3",1.7611404928301,"wet","b_193"
"306","0_3",1.25528564916257,"dry","b_193"
"307","1_4",1.67675023635805,"wet","b_193"
"308","2_5",2.11663007535654,"wet","b_1006"
"309","0_3",1.21402898117626,"dry","b_1006"
"310","3_6",2.1050593715528,"wet","b_1006"
"311","1_4",2.09868304344607,"wet","b_1006"
"312","0_3",2.01431311288751,"wet","b_1006"
"313","2_5",1.34414728716397,"dry","b_1006"
"314","4_7",2.01783904903001,"wet","b_1006"
"315","1_4",1.10868286403249,"dry","b_1006"
"316","2_5",1.21664879264947,"dry","b_997"
"317","1_4",1.84104747095006,"wet","b_997"
"318","1_4",1.30111391690903,"dry","b_997"
"319","0_3",1.8832552931112,"wet","b_997"
"320","0_3",1.30799870229174,"dry","b_997"
"321","3_6",1.44413777303634,"wet","b_997"
"322","2_5",1.70566522757566,"wet","b_997"
"323","0_3",1.83731262085217,"dry","b_978"
"324","1_4",1.97395732394831,"wet","b_978"
"325","2_5",1.83892246149109,"wet","b_978"
"326","3_6",1.245580736045,"dry","b_978"
"327","1_4",1.52974801617606,"dry","b_978"
"328","2_5",1.37636677669803,"dry","b_978"
"329","0_3",1.95508211287714,"wet","b_978"
"330","4_7",1.53049271560701,"wet","b_978"
"331","3_6",1.72509591901101,"wet","b_978"
"332","4_7",1.33620539304505,"dry","b_978"
"333","2_5",1.95109981028263,"wet","b_775"
"334","3_6",1.89794743912491,"wet","b_775"
"335","2_5",1.58008258640213,"dry","b_775"
"336","3_6",1.49454251932486,"dry","b_775"
"337","1_4",1.39116503501425,"dry","b_775"
"338","0_3",2.18189538373591,"wet","b_775"
"339","1_4",2.13981711662601,"wet","b_775"
"340","0_3",1.242565629612,"dry","b_775"
"341","4_7",1.92466247349888,"wet","b_775"
"342","5_8",2.00478783789735,"wet","b_775"
"343","4_7",1.36121424137218,"dry","b_775"
"344","3_6",1.35424724756811,"dry","b_979"
"345","2_5",1.29115911289006,"wet","b_979"
"346","3_6",1.5859359343233,"wet","b_979"
"347","4_7",1.61558480124752,"wet","b_979"
"348","4_7",1.0920771960454,"dry","b_979"
"349","0_3",1.37111422063656,"dry","b_979"
"350","1_4",1.10704975749885,"dry","b_979"
"351","2_5",1.38016369854553,"dry","b_979"
"352","0_3",1.45030445959558,"wet","b_979"
"353","1_4",1.41689340056996,"wet","b_979"
"354","5_8",1.07926335818294,"dry","b_979"
"355","6_9",1.06024237384862,"dry","b_979"
"356","5_8",1.67249063630516,"wet","b_979"
"357","6_9",1.32757079583507,"wet","b_979"
"358","2_5",2.02442620615859,"wet","b_977"
"359","0_3",2.01730349706474,"wet","b_977"
"360","1_4",2.07923391280247,"wet","b_977"
"361","3_6",1.92556299165852,"wet","b_977"
"362","3_6",1.16236180587736,"dry","b_977"
"363","1_4",2.03803605107323,"dry","b_977"
"364","2_5",1.79801330402186,"dry","b_977"
"365","0_3",1.14758226466904,"dry","b_649"
"366","1_4",1.21270184200104,"dry","b_649"
"367","0_3",1.62392088300687,"wet","b_980"
"368","1_4",1.63232546592264,"wet","b_980"
"369","0_3",1.46499298041474,"dry","b_980"
"370","3_6",1.52279016963581,"dry","b_427"
"371","2_5",1.44354605577895,"wet","b_427"
"372","3_6",1.3563762771059,"wet","b_427"
"373","4_7",1.22747782097366,"wet","b_427"
"374","4_7",1.47292543736449,"dry","b_427"
"375","0_3",1.51761474419754,"dry","b_427"
"376","1_4",1.48388109648006,"dry","b_427"
"377","2_5",1.66241156115262,"dry","b_427"
"378","0_3",1.62503698136835,"wet","b_427"
"379","1_4",1.55826217324091,"wet","b_427"
"380","5_8",1.49519980773704,"dry","b_427"
"381","6_9",1.37257385157972,"dry","b_427"
"382","8_11",1.8263173648071,"wet","b_427"
"383","5_8",1.62739388416072,"wet","b_427"
"384","6_9",1.77113569577185,"wet","b_427"
"385","7_10",1.88052348843797,"wet","b_427"
"386","7_10",1.3117456435777,"dry","b_427"
"387","0_3",2.13487184561069,"wet","b_393"
"388","1_4",2.02313975629388,"wet","b_393"
"389","3_6",1.20109753891311,"dry","b_393"
"390","4_7",1.40432922902525,"dry","b_393"
"391","4_7",1.76438173426588,"wet","b_393"
"392","2_5",1.08145974632395,"dry","b_393"
"393","2_5",1.97021920183685,"wet","b_393"
"394","3_6",1.80247491525733,"wet","b_393"
"395","0_3",1.25565355599401,"dry","b_393"
"396","1_4",1.01072077253057,"dry","b_393"
"397","5_8",1.59929361818384,"wet","b_393"
"398","3_6",1.37899219671414,"dry","b_988"
"399","4_7",1.20884582806528,"dry","b_988"
"400","3_6",1.98018551357389,"wet","b_988"
"401","4_7",1.92906872683669,"wet","b_988"
"402","5_8",1.64446989280126,"wet","b_988"
"403","1_4",1.65374397001671,"dry","b_988"
"404","2_5",1.35039140267641,"dry","b_988"
"405","2_5",2.01846507895241,"wet","b_988"
"406","0_3",1.63880523058395,"dry","b_988"
"407","5_8",1.16026395359893,"dry","b_988"
"408","6_9",0.863333218419899,"dry","b_988"
"409","6_9",1.56535024528356,"wet","b_988"
"410","0_3",1.95417369881268,"wet","b_988"
"411","1_4",1.8080501621377,"wet","b_988"
"412","3_6",1.79640275796596,"wet","b_998"
"413","0_3",2.25593116407101,"wet","b_998"
"414","2_5",1.9481190716633,"wet","b_998"
"415","1_4",2.31437712099477,"wet","b_998"
"416","0_3",1.64803343524958,"wet","b_996"
"417","0_3",1.28953772400711,"dry","b_996"
"418","4_7",1.15704735938403,"dry","b_996"
"419","1_4",1.41922350496623,"dry","b_996"
"420","2_5",1.49166458490835,"dry","b_996"
"421","3_6",1.51520201312055,"dry","b_996"
"422","3_6",1.90055531914783,"wet","b_996"
"423","4_7",1.90969654750343,"wet","b_996"
"424","1_4",1.74458521629323,"wet","b_996"
"425","2_5",1.70983460210621,"wet","b_996"
"426","0_3",1.64448302378944,"dry","b_705"
"427","1_4",1.46078121519012,"dry","b_705"
"428","2_5",1.41147358852571,"dry","b_705"
"429","3_6",1.15935750266463,"wet","b_705"
"430","1_4",1.29673856254347,"wet","b_705"
"431","2_5",1.16016353370975,"wet","b_705"
"432","2_5",1.37435033430305,"dry","b_428"
"433","1_4",1.47505068341275,"dry","b_428"
"434","4_7",1.5073562117595,"wet","b_428"
"435","5_8",1.50939323916002,"wet","b_428"
"436","3_6",1.34438194895818,"dry","b_428"
"437","4_7",1.45657660400081,"dry","b_428"
"438","0_3",1.39072652328707,"dry","b_428"
"439","5_8",1.65664342897589,"dry","b_428"
"440","6_9",1.75953973699467,"dry","b_428"
"441","3_6",1.83575298734446,"wet","b_428"
"442","13_28",2.02239831000322,"wet","b_423"
"443","3_6",1.17638491214026,"dry","b_995"
"444","0_3",1.98653570528257,"wet","b_995"
"445","1_4",1.96445195217293,"wet","b_995"
"446","4_7",1.25368569452932,"dry","b_995"
"447","5_8",1.19237956917904,"dry","b_995"
"448","1_4",1.40830920006001,"dry","b_995"
"449","2_5",1.24998171607432,"dry","b_995"
"450","0_3",1.49752342255194,"dry","b_995"
"451","3_6",1.67351610160021,"wet","b_995"
"452","4_7",1.4098725944394,"wet","b_995"
"453","2_5",1.71830656102908,"wet","b_995"
"454","9_12",1.71159709292556,"dry","b_1001"
"455","11_14",1.95840213330298,"wet","b_1001"
"456","11_14",1.31062352914224,"dry","b_1001"
"457","8_11",1.97247878353903,"dry","b_1001"
"458","10_13",1.95682767017372,"wet","b_1001"
"459","12_15",1.86434825823514,"wet","b_1001"
"460","9_12",1.61265586293026,"wet","b_1001"
"461","10_13",1.69458094378479,"dry","b_1001"
"462","1_4",1.37019457042416,"dry","b_976"
"463","0_3",1.16722363372902,"dry","b_976"
"464","2_5",1.3681505072861,"wet","b_976"
"465","1_4",1.27204480874247,"wet","b_976"
"466","11_14",2.0267927803342,"wet","b_741"
"467","12_15",0.994074156351295,"dry","b_741"
"468","13_27",1.21743473296791,"dry","b_741"
"469","12_15",1.80190690376641,"wet","b_741"
"470","10_13",2.05798556815913,"wet","b_741"
"471","13_28",1.63193516473708,"wet","b_741"
"472","11_14",1.03331807677754,"dry","b_741"
"473","9_12",1.10760782664384,"dry","b_741"
"474","10_13",1.06705423286748,"dry","b_741"
"475","1_4",1.1702729348728,"dry","b_426"
"476","0_3",1.94280805184682,"wet","b_426"
"477","1_4",1.93974113323007,"wet","b_426"
"478","0_3",1.00484811124682,"dry","b_426"
"479","13_28",2.05010474936451,"wet","b_1016"
"480","13_27",1.1761794019086,"dry","b_1016"
"481","6_9",2.11817893640086,"wet","b_1491"
"482","11_14",0.883993072697768,"dry","b_1491"
"483","9_12",2.04828365763838,"wet","b_1491"
"484","10_13",1.18774000214251,"dry","b_1491"
"485","11_14",1.6219171238704,"wet","b_1491"
"486","12_15",1.48060790638614,"wet","b_1491"
"487","13_28",1.3765103191816,"wet","b_1491"
"488","8_11",2.130283108116,"wet","b_1491"
"489","5_8",2.20075799119065,"wet","b_1491"
"490","13_27",0.938971154504863,"dry","b_1491"
"491","7_10",2.07314216723353,"wet","b_1491"
"492","4_7",1.42992067360465,"dry","b_1491"
"493","12_15",0.886692248603521,"dry","b_1491"
"494","6_9",1.13348715991361,"dry","b_1491"
"495","3_6",1.70394225509942,"dry","b_1491"
"496","8_11",1.41282274445088,"dry","b_1491"
"497","5_8",1.39389821080251,"dry","b_1491"
"498","4_7",2.23760958812381,"wet","b_1491"
"499","7_10",1.23627372408114,"dry","b_1491"
"500","9_12",1.27063520091797,"dry","b_1491"
"501","10_13",1.83425318155729,"wet","b_1491"
"502","3_6",1.71861834266616,"dry","b_659"
"503","2_5",1.77499125169387,"dry","b_659"
"504","6_9",1.23376768890413,"dry","b_659"
"505","7_10",1.27017774272122,"dry","b_659"
"506","4_7",1.67862239256169,"dry","b_659"
"507","11_14",1.51588757530244,"dry","b_659"
"508","5_8",2.06593600502028,"wet","b_659"
"509","6_9",2.04609595978098,"wet","b_659"
"510","8_11",0.901116626160767,"dry","b_659"
"511","5_8",1.64249580969678,"dry","b_659"
"512","9_12",2.06653970205812,"wet","b_659"
"513","10_13",1.80858392628679,"wet","b_659"
"514","7_10",2.13062203270883,"wet","b_659"
"515","10_13",1.3405233304716,"dry","b_659"
"516","9_12",1.17701718690039,"dry","b_659"
"517","4_7",2.15248803010097,"wet","b_659"
"518","11_14",1.656269482546,"wet","b_659"
"519","3_6",2.10550274273379,"wet","b_659"
"520","8_11",2.18897494039064,"wet","b_659"
"521","6_9",1.63983726343415,"dry","b_992"
"522","1_4",1.58893010444076,"dry","b_992"
"523","7_10",1.6201691396698,"dry","b_992"
"524","1_4",1.73574902439266,"wet","b_992"
"525","4_7",1.40085192889844,"dry","b_992"
"526","0_3",1.83222565556275,"wet","b_992"
"527","10_13",1.44230075440847,"dry","b_992"
"528","8_11",1.60919715631932,"dry","b_992"
"529","0_3",1.49904235365659,"dry","b_992"
"530","9_12",1.74436963739966,"dry","b_992"
"531","5_8",1.45102707046612,"wet","b_992"
"532","2_5",1.69865012843117,"wet","b_992"
"533","3_6",1.45483142941066,"dry","b_992"
"534","8_11",1.6964464280916,"wet","b_992"
"535","9_12",1.60773725225362,"wet","b_992"
"536","6_9",1.49462754740188,"wet","b_992"
"537","3_6",1.46025777254626,"wet","b_992"
"538","7_10",1.6737197201472,"wet","b_992"
"539","4_7",1.3775738598143,"wet","b_992"
"540","2_5",1.41072085379259,"dry","b_992"
"541","4_7",1.75884310839144,"dry","b_693"
"542","9_12",1.43894132951002,"dry","b_693"
"543","8_11",1.2525598647764,"dry","b_693"
"544","4_7",1.88137535282223,"wet","b_693"
"545","5_8",2.0346115352692,"wet","b_693"
"546","6_9",1.67923281823486,"dry","b_693"
"547","7_10",1.65608643350208,"dry","b_693"
"548","10_13",1.37890402298603,"dry","b_693"
"549","11_14",1.5282609013971,"dry","b_693"
"550","6_9",1.78194787160063,"wet","b_693"
"551","13_27",1.42109859325467,"dry","b_693"
"552","3_6",1.7703037195929,"dry","b_693"
"553","10_13",1.68277444149452,"wet","b_693"
"554","11_14",1.70096972684466,"wet","b_693"
"555","12_15",1.7471057664836,"wet","b_693"
"556","13_28",1.69372187601091,"wet","b_693"
"557","8_11",1.8235812986721,"wet","b_693"
"558","9_12",1.80436377412842,"wet","b_693"
"559","7_10",1.88405512086007,"wet","b_693"
"560","12_15",1.55712505442765,"dry","b_693"
"561","5_8",1.82187745792851,"dry","b_693"
"562","0_3",0.777884845458468,"dry","b_983"
"563","9_12",1.27864038012138,"dry","b_983"
"564","8_11",1.7218706242286,"wet","b_983"
"565","0_3",1.95241176301738,"wet","b_983"
"566","10_13",1.70752887707037,"wet","b_983"
"567","2_5",1.96045532574306,"wet","b_983"
"568","3_6",1.82178773021332,"wet","b_983"
"569","5_8",1.80924689878287,"wet","b_983"
"570","6_9",1.8969284852408,"wet","b_983"
