"","trait","h2_estimate","is_heritable","dataset"
"3580","687175",0.248289083,"NS","Goodrich_2014_Yatsunenko"
"3581","68842",2.58e-25,"NS","Goodrich_2014_Yatsunenko"
"3582","688800",0.260571741,"NS","Goodrich_2014_Yatsunenko"
"3583","688923",2.15e-15,"NS","Goodrich_2014_TwinsUK"
"3584","688923",4.23e-13,"NS","Goodrich_2014_Yatsunenko"
"3585","697208",0.531926201,"NS","Goodrich_2014_Yatsunenko"
"3586","702414",0.26927212,"heritable","Goodrich_2014_Yatsunenko"
"3587","708285",0.060264358,"NS","Goodrich_2014_Yatsunenko"
"3588","715138",0.129409715,"NS","Goodrich_2014_Yatsunenko"
"3589","71783",0,"NS","Goodrich_2014_Yatsunenko"
"3590","718358",7.1e-13,"NS","Goodrich_2014_TwinsUK"
"3591","718358",0.206648633,"NS","Goodrich_2014_Yatsunenko"
"3592","724725",0.284312621,"NS","Goodrich_2014_Yatsunenko"
"3593","72606",0.166167445,"NS","Goodrich_2014_Yatsunenko"
"3594","726712",2.33e-13,"NS","Goodrich_2014_Yatsunenko"
"3595","72820",0.243744185,"NS","Goodrich_2014_TwinsUK"
"3596","730906",3.71e-10,"NS","Goodrich_2014_TwinsUK"
"3597","730906",6.76e-15,"NS","Goodrich_2014_Yatsunenko"
"3598","732285",0.114143687,"NS","Goodrich_2014_Yatsunenko"
"3599","732637",7.78e-15,"NS","Goodrich_2014_Yatsunenko"
"3600","732765",0.295260954,"NS","Goodrich_2014_Yatsunenko"
"3601","73753",3.15e-16,"NS","Goodrich_2014_Yatsunenko"
"3602","739387",0.131404955,"NS","Goodrich_2014_Yatsunenko"
"3603","743082",0.280893106,"NS","Goodrich_2014_Yatsunenko"
"3604","744941",0.058290321,"NS","Goodrich_2014_Yatsunenko"
"3605","747615",0.38308716,"NS","Goodrich_2014_Yatsunenko"
"3606","753638",0.268702729,"NS","Goodrich_2014_Yatsunenko"
"3607","755148",8.21e-15,"NS","Goodrich_2014_Yatsunenko"
"3608","759816",0.119113582,"heritable","Goodrich_2014_TwinsUK"
"3609","759816",0.204543139,"NS","Goodrich_2014_Yatsunenko"
"3610","762699",0.485752565,"NS","Goodrich_2014_Yatsunenko"
"3611","769961",0.149478236,"NS","Goodrich_2014_Yatsunenko"
"3612","772282",3.8e-12,"NS","Goodrich_2014_TwinsUK"
"3613","772398",1.68e-10,"NS","Goodrich_2014_Yatsunenko"
"3614","777944",7.26e-15,"NS","Goodrich_2014_Yatsunenko"
"3615","782953",0,"NS","Goodrich_2014_TwinsUK"
"3616","787049",3.16e-46,"NS","Goodrich_2014_Yatsunenko"
"3617","787663",0.47411937,"NS","Goodrich_2014_Yatsunenko"
"3618","791348",2.77e-16,"NS","Goodrich_2014_Yatsunenko"
"3619","792399",0.17494552,"NS","Goodrich_2014_Yatsunenko"
"3620","793109",0.710618686,"heritable","Goodrich_2014_Yatsunenko"
"3621","798581",0.091941766,"NS","Goodrich_2014_TwinsUK"
"3622","801210",2.99e-13,"NS","Goodrich_2014_Yatsunenko"
"3623","804770",5.06e-13,"NS","Goodrich_2014_Yatsunenko"
"3624","805066",0,"NS","Goodrich_2014_Yatsunenko"
"3625","812218",1.93e-12,"NS","Goodrich_2014_Yatsunenko"
"3626","813479",8.52e-15,"NS","Goodrich_2014_Yatsunenko"
"3627","819353",0.315404525,"heritable","Goodrich_2014_TwinsUK"
"3628","825808",0.145525633,"heritable","Goodrich_2014_TwinsUK"
"3629","828230",1.23e-14,"NS","Goodrich_2014_Yatsunenko"
"3630","828333",0.140259729,"NS","Goodrich_2014_Yatsunenko"
"3631","834840",6.02e-14,"NS","Goodrich_2014_Yatsunenko"
"3632","834948",0.205569661,"NS","Goodrich_2014_Yatsunenko"
"3633","836693",0.296746912,"heritable","Goodrich_2014_TwinsUK"
"3634","836693",0.743158961,"heritable","Goodrich_2014_Yatsunenko"
"3635","839545",4.59e-15,"NS","Goodrich_2014_Yatsunenko"
"3636","839610",0.250436707,"NS","Goodrich_2014_Turnbaugh"
"3637","839610",0.11869168,"NS","Goodrich_2014_Yatsunenko"
"3638","839684",0.259736951,"NS","Goodrich_2014_Yatsunenko"
"3639","839964",0.353045074,"NS","Goodrich_2014_Yatsunenko"
"3640","840376",1.95e-11,"NS","Goodrich_2014_Yatsunenko"
"3641","840419",0.238479594,"NS","Goodrich_2014_Yatsunenko"
"3642","841635",0,"NS","Goodrich_2014_Yatsunenko"
"3643","842291",9.59e-13,"NS","Goodrich_2014_Yatsunenko"
"3644","843357",0.183462602,"NS","Goodrich_2014_Yatsunenko"
"3645","844998",0.191352421,"NS","Goodrich_2014_Yatsunenko"
"3646","845544",1.07e-38,"NS","Goodrich_2014_Yatsunenko"
"3647","845900",0.263108838,"NS","Goodrich_2014_Yatsunenko"
"3648","846127",0.039700989,"NS","Goodrich_2014_Yatsunenko"
"3649","847228",0.138089168,"NS","Goodrich_2014_Yatsunenko"
"3650","847934",0.441551874,"NS","Goodrich_2014_Yatsunenko"
"3651","849306",1.86e-14,"NS","Goodrich_2014_Turnbaugh"
"3652","849361",3.17e-14,"NS","Goodrich_2014_Yatsunenko"
"3653","851322",0.108108604,"NS","Goodrich_2014_Yatsunenko"
"3654","851782",4.78e-11,"NS","Goodrich_2014_Yatsunenko"
"3655","851821",1.99e-14,"NS","Goodrich_2014_Yatsunenko"
"3656","851938",0.385614666,"NS","Goodrich_2014_Yatsunenko"
"3657","85903",0.236037249,"heritable","Goodrich_2014_Yatsunenko"
"3658","86170",0.109261716,"NS","Goodrich_2014_Turnbaugh"
"3659","874462",0.206227294,"NS","Goodrich_2014_Yatsunenko"
"3660","881857",0.261636232,"NS","Goodrich_2014_Yatsunenko"
"3661","885437",0.372932663,"NS","Goodrich_2014_Yatsunenko"
"3662","913091",5.19e-12,"NS","Goodrich_2014_Yatsunenko"
"3663","918313",0.2319336,"NS","Goodrich_2014_Yatsunenko"
"3664","919806",1.92e-15,"NS","Goodrich_2014_Yatsunenko"
"3665","92329",0.231533766,"NS","Goodrich_2014_Yatsunenko"
"3666","924547",0.007549773,"NS","Goodrich_2014_Yatsunenko"
"3667","92535",4.98e-12,"NS","Goodrich_2014_Yatsunenko"
"3668","929836",0.211479128,"NS","Goodrich_2014_Yatsunenko"
"3669","932077",0.338159192,"NS","Goodrich_2014_Yatsunenko"
"3670","941096",0.316238832,"NS","Goodrich_2014_Yatsunenko"
"3671","94758",3.67e-13,"NS","Goodrich_2014_Yatsunenko"
"3672","953855",0.307798612,"heritable","Goodrich_2014_Yatsunenko"
"3673","95502",0.47882702,"NS","Goodrich_2014_Yatsunenko"
"3674","95910",2.17e-13,"NS","Goodrich_2014_Yatsunenko"
"3675","95974",0.006246293,"NS","Goodrich_2014_Yatsunenko"
"3676","964220",0.281503626,"NS","Goodrich_2014_Yatsunenko"
"3677","966981",0.320577014,"NS","Goodrich_2014_Yatsunenko"
"3678","970805",3.36e-13,"NS","Goodrich_2014_Yatsunenko"
"3679","9727",0.052038553,"NS","Goodrich_2014_Yatsunenko"
"3680","97286",0.309512378,"heritable","Goodrich_2014_Yatsunenko"
"3681","97351",6.02e-14,"NS","Goodrich_2014_Yatsunenko"
"3682","975306",0.417009032,"NS","Goodrich_2014_Yatsunenko"
"3683","99242",0.185149202,"NS","Goodrich_2014_Yatsunenko"
"3684","99508",3.37e-14,"NS","Goodrich_2014_Yatsunenko"
"3685","99566",0.208526981,"NS","Goodrich_2014_Yatsunenko"
"3686","997439",1.13e-11,"NS","Goodrich_2014_Yatsunenko"
"3687","k__Archaea.p__Euryarchaeota",0.287704899,"NS","Goodrich_2014_TwinsUK"
"3688","k__Archaea.p__Euryarchaeota",0.229486846,"NS","Goodrich_2014_Yatsunenko"
"3689","k__Archaea.p__Euryarchaeota.c__Methanobacteria",0.229821271,"NS","Goodrich_2014_TwinsUK"
"3690","k__Archaea.p__Euryarchaeota.c__Methanobacteria",0.23615634,"NS","Goodrich_2014_Yatsunenko"
"3691","k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales",0.229821271,"NS","Goodrich_2014_TwinsUK"
"3692","k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales",0.23615634,"NS","Goodrich_2014_Yatsunenko"
"3693","k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae",0.229821271,"NS","Goodrich_2014_TwinsUK"
"3694","k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae",0.23615634,"NS","Goodrich_2014_Yatsunenko"
"3695","k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter",0.201168189,"NS","Goodrich_2014_TwinsUK"
"3696","k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter",0.258504881,"NS","Goodrich_2014_Yatsunenko"
"3697","k__Bacteria.p__Actinobacteria",0.284519742,"NS","Goodrich_2014_TwinsUK"
"3698","k__Bacteria.p__Actinobacteria",1.57e-13,"NS","Goodrich_2014_Turnbaugh"
"3699","k__Bacteria.p__Actinobacteria",6.44e-14,"NS","Goodrich_2014_Yatsunenko"
"3700","k__Bacteria.p__Actinobacteria.c__Actinobacteria",0.321425863,"heritable","Goodrich_2014_TwinsUK"
"3701","k__Bacteria.p__Actinobacteria.c__Actinobacteria",0,"NS","Goodrich_2014_Yatsunenko"
"3702","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales",0.2508156,"NS","Goodrich_2014_TwinsUK"
"3703","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales",0.19615621,"NS","Goodrich_2014_Yatsunenko"
"3704","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae",0.260585113,"heritable","Goodrich_2014_TwinsUK"
"3705","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae",0.431364814,"NS","Goodrich_2014_Yatsunenko"
"3706","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__",0,"NS","Goodrich_2014_Yatsunenko"
"3707","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces",0.11012386,"NS","Goodrich_2014_TwinsUK"
"3708","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces",0.460249371,"NS","Goodrich_2014_Yatsunenko"
"3709","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Varibaculum",0.124255215,"NS","Goodrich_2014_Yatsunenko"
"3710","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae",3.12e-12,"NS","Goodrich_2014_Yatsunenko"
"3711","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium",3.12e-12,"NS","Goodrich_2014_Yatsunenko"
"3712","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae",0.425503797,"heritable","Goodrich_2014_Yatsunenko"
"3713","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia",0.441745195,"heritable","Goodrich_2014_Yatsunenko"
"3714","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales",0.328301166,"heritable","Goodrich_2014_TwinsUK"
"3715","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales",5.64e-13,"NS","Goodrich_2014_Yatsunenko"
"3716","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae",0.328301166,"heritable","Goodrich_2014_TwinsUK"
"3717","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae",5.64e-13,"NS","Goodrich_2014_Yatsunenko"
"3718","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__",0.151047318,"NS","Goodrich_2014_Yatsunenko"
"3719","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium",0.311871721,"heritable","Goodrich_2014_TwinsUK"
"3720","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium",0,"NS","Goodrich_2014_Yatsunenko"
"3721","k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Scardovia",0.297930538,"NS","Goodrich_2014_Yatsunenko"
"3722","k__Bacteria.p__Actinobacteria.c__Coriobacteriia",0.009367023,"NS","Goodrich_2014_TwinsUK"
"3723","k__Bacteria.p__Actinobacteria.c__Coriobacteriia",3.58e-13,"NS","Goodrich_2014_Turnbaugh"
"3724","k__Bacteria.p__Actinobacteria.c__Coriobacteriia",0.267011474,"NS","Goodrich_2014_Yatsunenko"
"3725","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales",0.009367023,"NS","Goodrich_2014_TwinsUK"
"3726","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales",3.58e-13,"NS","Goodrich_2014_Turnbaugh"
"3727","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales",0.267011474,"NS","Goodrich_2014_Yatsunenko"
"3728","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae",0.009367023,"NS","Goodrich_2014_TwinsUK"
"3729","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae",3.58e-13,"NS","Goodrich_2014_Turnbaugh"
"3730","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae",0.267011474,"NS","Goodrich_2014_Yatsunenko"
"3731","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__",0.136447367,"NS","Goodrich_2014_TwinsUK"
"3732","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__",0.282190418,"NS","Goodrich_2014_Yatsunenko"
"3733","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia",2.64e-41,"NS","Goodrich_2014_TwinsUK"
"3734","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia",0.151259035,"NS","Goodrich_2014_Yatsunenko"
"3735","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium",0,"NS","Goodrich_2014_Yatsunenko"
"3736","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella",0.039201337,"NS","Goodrich_2014_TwinsUK"
"3737","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella",9.76e-17,"NS","Goodrich_2014_Turnbaugh"
"3738","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella",0.011667635,"NS","Goodrich_2014_Yatsunenko"
"3739","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Eggerthella",1.75e-25,"NS","Goodrich_2014_TwinsUK"
"3740","k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Eggerthella",2.32e-13,"NS","Goodrich_2014_Yatsunenko"
"3741","k__Bacteria.p__Bacteroidetes",5.84e-12,"NS","Goodrich_2014_TwinsUK"
"3742","k__Bacteria.p__Bacteroidetes",0.017369479,"NS","Goodrich_2014_Turnbaugh"
"3743","k__Bacteria.p__Bacteroidetes",3.57e-10,"NS","Goodrich_2014_Yatsunenko"
"3744","k__Bacteria.p__Bacteroidetes.c__Bacteroidia",2.73e-13,"NS","Goodrich_2014_TwinsUK"
"3745","k__Bacteria.p__Bacteroidetes.c__Bacteroidia",0.017369479,"NS","Goodrich_2014_Turnbaugh"
"3746","k__Bacteria.p__Bacteroidetes.c__Bacteroidia",1.04e-11,"NS","Goodrich_2014_Yatsunenko"
"3747","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales",2.73e-13,"NS","Goodrich_2014_TwinsUK"
"3748","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales",0.017369479,"NS","Goodrich_2014_Turnbaugh"
"3749","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales",1.04e-11,"NS","Goodrich_2014_Yatsunenko"
"3750","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__",0.41788761,"NS","Goodrich_2014_Yatsunenko"
"3751","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae.",0.146749571,"heritable","Goodrich_2014_TwinsUK"
"3752","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae.",1.51e-12,"NS","Goodrich_2014_Turnbaugh"
"3753","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae.",1.9e-13,"NS","Goodrich_2014_Yatsunenko"
"3754","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae..g__",1.9e-13,"NS","Goodrich_2014_Yatsunenko"
"3755","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae.g__",0.146749571,"heritable","Goodrich_2014_TwinsUK"
"3756","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae.g__",1.51e-12,"NS","Goodrich_2014_Turnbaugh"
"3757","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.g__",0.41788761,"NS","Goodrich_2014_Yatsunenko"
"3758","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae.",0.138939096,"NS","Goodrich_2014_TwinsUK"
"3759","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae.",1.43e-14,"NS","Goodrich_2014_Turnbaugh"
"3760","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae.",0.022757831,"NS","Goodrich_2014_Yatsunenko"
"3761","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Butyricimonas",0.213965879,"NS","Goodrich_2014_Yatsunenko"
"3762","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter",1.27e-14,"NS","Goodrich_2014_Yatsunenko"
"3763","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae.g__Butyricimonas",0.052973407,"heritable","Goodrich_2014_TwinsUK"
"3764","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae.g__Odoribacter",0,"NS","Goodrich_2014_TwinsUK"
"3765","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae.",0.099679601,"NS","Goodrich_2014_TwinsUK"
"3766","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae.",0.132717023,"NS","Goodrich_2014_Turnbaugh"
"3767","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae.",2.02e-14,"NS","Goodrich_2014_Yatsunenko"
"3768","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__.Prevotella.",2.09e-13,"NS","Goodrich_2014_Yatsunenko"
"3769","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae..g__Paraprevotella",2.32e-13,"NS","Goodrich_2014_Yatsunenko"
"3770","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Paraprevotellaceae.g__.Prevotella.",0.331823998,"NS","Goodrich_2014_Turnbaugh"
"3771","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae",2.45e-10,"NS","Goodrich_2014_TwinsUK"
"3772","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae",1.67e-15,"NS","Goodrich_2014_Turnbaugh"
"3773","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae",0.092746363,"NS","Goodrich_2014_Yatsunenko"
"3774","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__",5.83e-10,"NS","Goodrich_2014_Yatsunenko"
"3775","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__5.7N15",1.41e-13,"NS","Goodrich_2014_Yatsunenko"
"3776","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides",7.25e-39,"NS","Goodrich_2014_TwinsUK"
