"","phenotype","Vplate","Vplate_constraint","Vmom","Vmom_constraint","VA","VA_constraint","VI","VI_constraint","VR","VR_constraint","heritability","heritability_se","VA_LRT_chi","VA_LRT_p","p_adjust"
"188","f_vadinBE97",9.03123991906561e-05,"Positive",3.13079152814088e-06,"Positive",0.000150738197243444,"Positive",0.000216288482136779,"Positive",0.00216798140935946,"Positive",0.0573486746440661,0.0161449960658332,22.0604684300342,2.64194897947601e-06,4.25492835641925e-06
"189","f_Veillonellaceae",0.000506424138761011,"Positive",5.76242363833414e-05,"Positive",0.000202616939052401,"Positive",0.000212365938164818,"Positive",0.00470233057743915,"Positive",0.0356634456882512,0.0110126120284876,16.6822157193528,4.41933592879584e-05,6.03712854558718e-05
"190","g_[Eubacterium]_coprostanoligenes_group",6.57985576166724e-05,"Positive",8.92981490720854e-11,"Boundary",6.21472382312198e-05,"Positive",3.42135802478132e-05,"Positive",0.000882454738895631,"Positive",0.0594930051458476,0.0136247670017274,24.5142875834426,7.37608467193951e-07,1.21348489764166e-06
"191","g_[Eubacterium]_hallii_group",4.7827572577567e-05,"Positive",2.44211175635853e-06,"Positive",2.26032992157486e-05,"Positive",1.73130630608575e-05,"Positive",0.000514455716316409,"Positive",0.0373829606250334,0.0110317912164516,13.9532441063493,0.000187413960310412,0.000225782172657425
"192","g_[Eubacterium]_ruminantium_group",1.93871548414275e-05,"Positive",6.4878970405192e-11,"Boundary",1.79895308953611e-05,"Positive",8.59837293234686e-06,"Positive",0.000641141563220019,"Positive",0.0261811876232775,0.0075381524951435,17.2751741419343,3.23384426943463e-05,4.49798339294089e-05
"193","g_Acidaminococcus",0.000105810283164493,"Positive",1.58659098197098e-05,"Positive",0.000102695759885495,"Positive",3.66383433770135e-05,"Positive",0.00120719336465468,"Positive",0.0699465357704159,0.0147421589777657,33.6520568584092,6.59051535567556e-09,1.42020964706811e-08
"194","g_Alloprevotella",9.26616487633672e-05,"Positive",1.9318632424808e-10,"Boundary",0.000234435273412023,"Positive",0.000129654915790312,"Positive",0.0019090898198229,"Positive",0.0990916925894333,0.0196958713296589,37.5982019408839,8.6924567543889e-10,2.05807293934319e-09
"195","g_Bifidobacterium",0.00261026517798227,"Positive",3.17492849139776e-09,"Boundary",0.00341850269167828,"Positive",0.00204621443484911,"Positive",0.0313750141744487,"Positive",0.0866540613858146,0.0170180183320622,42.8194896438072,6.00310912091118e-11,1.91349103229044e-10
"196","g_Butyricicoccus",1.85380026511467e-05,"Positive",8.34079983977039e-07,"Positive",1.22589401493155e-06,"Positive",4.05637932052427e-06,"Positive",0.000234629532235454,"Positive",0.00472799919583672,0.00413617762737765,1.74903476884356,0.185998121386288,0.187221793237514
"197","g_CAG-873",0.000148989388592134,"Positive",9.40335782424175e-06,"Positive",0.000330496578253243,"Positive",8.68828820583746e-05,"Positive",0.00244544237332712,"Positive",0.10939195793475,0.0180516141604439,52.787739521882,3.7159164634204e-13,4.07067237061044e-12
"198","g_Campylobacter",1.2169173003347e-05,"Positive",8.98462565667867e-06,"Positive",3.71760138066816e-05,"Positive",5.56445577101764e-05,"Positive",0.00040426278652633,"Positive",0.0717355236416823,0.0216596360829423,16.1026680781797,5.99994464401954e-05,8.05255728539464e-05
"199","g_Candidatus_Methanogranum",0.000370737785555105,"Positive",2.0632456239671e-10,"Boundary",0.000683822325046197,"Positive",0.000437385539708521,"Positive",0.00438489602831838,"Positive",0.116358809447822,0.0218286408376144,45.1943707556347,1.78417280949361e-11,7.58278034957022e-11
"200","g_Christensenellaceae_R-7_group",3.70579099352721e-05,"Positive",1.88868311732473e-06,"Positive",0.000117933741512963,"Positive",3.32836241959812e-05,"Positive",0.000835827747157953,"Positive",0.114946096379279,0.0188507363961532,53.6624555554008,2.38031816479634e-13,3.03490566011533e-12
"201","g_Collinsella",0.000102456511998631,"Positive",4.46535230802766e-06,"Positive",0.000167078610521873,"Positive",0.00010308149029739,"Positive",0.0011784707324717,"Positive",0.107407875528683,0.020448524419288,48.7364806306723,2.92765811593654e-12,1.65900626569737e-11
"202","g_Coprococcus_2",2.60354042492436e-05,"Positive",6.35770264009011e-11,"Boundary",1.76815144282548e-05,"Positive",1.24599054150144e-05,"Positive",0.000628275600506326,"Positive",0.025833077874226,0.00771168636144948,17.7810702407296,2.47836804491142e-05,3.51102139695784e-05
"203","g_Coriobacteriaceae_UCG-003",3.20202442327437e-05,"Positive",1.20204049964138e-06,"Positive",3.69774130669246e-05,"Positive",1.7714539485006e-05,"Positive",0.000333837731043897,"Positive",0.0876757332360529,0.017010400627353,39.7986699347675,2.8153679387799e-10,7.42674645919525e-10
"204","g_Dialister",0.000155405646859021,"Positive",8.09877139240976e-06,"Positive",5.89858687176438e-05,"Positive",3.68434228020922e-05,"Positive",0.00203044199990576,"Positive",0.0257605443486718,0.00754926846930441,18.1604592142248,2.03051147813493e-05,2.98719477071774e-05
"205","g_Elusimicrobium",5.28338475065956e-05,"Positive",2.0830662754426e-10,"Boundary",8.86459354414219e-05,"Positive",8.64202687399778e-05,"Positive",0.0020585104230034,"Positive",0.0387707843129854,0.0118984781188845,14.2744870816387,0.000157991860939455,0.000193382037789893
