"","baboon_id","age_in_years","social_groups","hydrological_years","grooming_partner_diversity","grooming_partner_richness"
"907","b_760",18,"2.2","2002-2003",3.06815070589471,33
"908","b_760",19,"2.2","2003-2004",2.93815061644086,27
"909","b_760",20,"2.2","2004-2005",2.51828870738101,28
"910","b_760",21,"2.2","2005-2006",2.15283830686088,19
"911","b_760",22,"2.2","2006-2007",2.64096325803352,20
"912","b_760",23,"2.2","2007-2008",2.01856382018551,11
"913","b_760",24,"2.2","2008-2009",2.79444178808727,30
"914","b_760",25,"2.2","2009-2010",2.54656400458344,24
"915","b_760",26,"2.2","2010",0.636514168294813,2
"916","b_760",5,"2","1989-1990",3.36354191319916,41
"917","b_760",6,"2","1990-1991",2.79499969532942,25
"918","b_760",7,"2","1991-1992",2.85464381601763,34
"919","b_760",8,"2","1992-1993",3.10953833760135,30
"920","b_760",9,"2","1993-1994",2.97931725425482,35
"921","b_837",5,"2.1","2008-2009",2.56279915737119,26
"922","b_837",6,"2.1","2009-2010",2.83135351714273,29
"923","b_837",7,"2.1-2.12","2010-2011",2.67873688007396,28
"924","b_837",8,"2.12","2011-2012",2.3764077168048,19
"925","b_837",9,"2.12","2012",2.09217572548975,13
"926","b_1274",10,"2.1","2007-2008",2.88481220620724,33
"927","b_1274",11,"2.1","2008-2009",2.38281329981246,20
"928","b_1274",12,"2.1","2009-2010",2.82088494830976,34
"929","b_1274",13,"2.1-2.12","2010-2011",2.4539168080092,25
"930","b_1274",14,"2.12","2011-2012",2.08588464101913,16
"931","b_1274",15,"2.12","2012",1.82582252155558,9
"932","b_1274",5,"2.1","2002-2003",2.962286271688,35
"933","b_1274",6,"2.1","2003-2004",2.6978281806507,28
"934","b_1274",7,"2.1","2004-2005",3.12988743329532,35
"935","b_1274",8,"2.1","2005-2006",2.74949078420234,26
"936","b_1274",9,"2.1","2006-2007",2.13350613123911,26
"937","b_137",10,"2.11","2020",0,1
"938","b_137",5,"2.11","2015-2016",2.23484678625309,20
"939","b_137",6,"2.11","2016-2017",3.01705301339518,33
"940","b_137",7,"2.11","2017-2018",2.90686100582426,30
"941","b_137",8,"2.11","2018-2019",3.00105250241273,28
"942","b_137",9,"2.11","2019-2020",2.50550709320313,20
"943","b_779",10,"2.2","2005-2006",2.60463551575708,20
"944","b_779",11,"2.2","2006-2007",2.84094987152268,26
"945","b_779",12,"2.2","2007-2008",2.39413246159373,16
"946","b_779",13,"2.2","2008-2009",2.53176250031464,27
"947","b_779",14,"2.2","2009-2010",2.56626911912028,30
"948","b_779",15,"2.2-2.21","2010-2011",2.47930231920658,24
"949","b_779",16,"2.21-2.2","2011-2012",2.42220910484079,17
"950","b_779",5,"2.2","2000-2001",2.83545358074477,22
"951","b_779",6,"2.2","2001-2002",2.90342412438152,34
"952","b_779",7,"2.2","2002-2003",2.83539188489234,31
"953","b_779",8,"2.2","2003-2004",2.55639673609264,24
"954","b_779",9,"2.2","2004-2005",2.72689630059615,29
"955","b_838",5,"2.1","2010-2011",2.76424567331623,31
"956","b_838",6,"2.1-2.12","2011-2012",2.43991830818236,20
"957","b_838",7,"2.12","2012",2.70648728207304,21
"958","b_798",10,"2.2","2003-2004",2.41395447331402,24
"959","b_798",11,"2.2","2004-2005",2.81564650444282,30
"960","b_798",12,"2.2","2005-2006",2.54943487118563,21
"961","b_798",13,"2.2","2006-2007",2.35733131670515,20
"962","b_798",14,"2.2","2007-2008",2.74617229928274,23
"963","b_798",15,"2.2","2008-2009",2.70877840561049,25
"964","b_798",16,"2.2","2009-2010",2.32782699339744,25
"965","b_798",17,"2.2","2010-2011",2.22545227122315,23
"966","b_798",18,"2.21-2.2","2011-2012",2.15198057279732,19
"967","b_798",5,"2.2","1998-1999",3.22321911567936,35
"968","b_798",6,"2.2","1999-2000",2.81351191515985,27
"969","b_798",7,"2.2","2000-2001",2.44134293545416,23
"970","b_798",8,"2.2","2001-2002",2.45577901028777,27
"971","b_798",9,"2.2","2002-2003",3.31300769856661,49
"972","b_354",5,"2.21-2.2","2011-2012",1.87351052064553,9
"973","b_770",10,"2.1","2006-2007",2.39122203021595,22
"974","b_770",11,"2.1","2007-2008",2.29986851826176,32
"975","b_770",12,"2.1","2008-2009",2.62830705661572,28
"976","b_770",13,"2.1","2009-2010",2.66092061542602,32
"977","b_770",14,"2.1-2.11","2010-2011",2.27904041457816,26
"978","b_770",15,"2.11","2011-2012",2.07954580327539,19
"979","b_770",16,"2.11","2012-2013",2.32441054124833,27
"980","b_770",17,"2.11","2013-2014",2.69121445792355,29
"981","b_770",18,"2.11","2014-2015",2.42804721377371,27
"982","b_770",19,"2.11","2015-2016",2.52038876070079,26
"983","b_770",20,"2.11","2016",2.11549006122968,18
"984","b_770",5,"2.1","2001-2002",2.64274778049364,21
"985","b_770",6,"2.1","2002-2003",3.02201322330071,30
"986","b_770",7,"2.1","2003-2004",2.34567499532225,26
"987","b_770",8,"2.1","2004-2005",2.884987967415,27
"988","b_770",9,"2.1","2005-2006",2.71831160478647,31
"989","b_758",10,"2.11","2016",2.99313098699685,36
"990","b_758",11,"2.11","2016-2017",2.58053546983457,30
"991","b_758",12,"2.11","2017-2018",2.83068043357526,28
"992","b_758",13,"2.11","2018-2019",2.19403225371605,16
"993","b_758",14,"2.11","2020",1.99849282822654,9
"994","b_758",5,"2.11-2.1","2010-2011",2.76254602223177,31
"995","b_758",6,"2.11","2011-2012",2.80884966126642,26
"996","b_758",7,"2.11","2012-2013",2.47746925058709,23
"997","b_758",8,"2.11","2013-2014",3.06460508104715,32
"998","b_758",9,"2.11","2014-2015",2.30550958743547,26
"999","b_811",10,"2.2","2009-2010",2.63978987332991,25
"1000","b_811",11,"2.2","2010-2011",1.97593627807706,11
"1001","b_811",12,"2.2-2.21","2011-2012",1.67006861176703,8
"1002","b_811",5,"2.2","2004-2005",2.80893743387389,22
"1003","b_811",6,"2.2","2005-2006",2.83697974444907,24
"1004","b_811",7,"2.2","2006-2007",2.25145595182865,17
"1005","b_811",8,"2.2","2007-2008",1.96949440088148,13
"1006","b_811",9,"2.2","2008-2009",2.10012697967152,16
"1007","b_1251",5,"2.2-2.21","2010-2011",2.74518291423646,21
"1008","b_1251",6,"2.21-2.2","2011-2012",1.99709226558737,10
"1009","b_841",10,"2.2","1995-1996",2.08550134037215,18
"1010","b_841",11,"2.2","1996-1997",2.82874114119878,27
"1011","b_841",12,"2.2","1997-1998",2.63684550915,31
"1012","b_841",13,"2.2","1998-1999",2.85501244506489,31
"1013","b_841",14,"2.2","1999-2000",2.39202197825537,21
"1014","b_841",15,"2.2","2000-2001",2.69261082155273,19
"1015","b_841",16,"2.2","2001-2002",2.26380469917598,20
"1016","b_841",17,"2.2","2002-2003",3.07299347713792,34
"1017","b_841",18,"2.2","2003-2004",2.50056974309162,23
"1018","b_841",19,"2.2","2004-2005",2.33472021509199,19
"1019","b_841",20,"2.2","2005-2006",2.52302943006885,22
"1020","b_841",21,"2.2","2006-2007",2.65840449800385,24
"1021","b_841",22,"2.2","2007-2008",1.36060124524268,11
"1022","b_841",23,"2.2","2008-2009",2.30843293346821,14
"1023","b_841",24,"2.2","2009-2010",2.83623646925338,25
"1024","b_841",25,"2.2","2010-2011",1.72429310474329,13
"1025","b_841",26,"2.2","2011",1.03972077083992,3
"1026","b_841",5,"2","1990-1991",2.94668141567946,26
"1027","b_841",6,"2","1991-1992",3.05003067168402,32
"1028","b_841",7,"2","1992-1993",2.59519675538718,19
"1029","b_841",8,"2","1993-1994",3.18225460158497,31
"1030","b_841",9,"2.2-2","1994-1995",2.46538467293334,22
"1031","b_1672",10,"2.2","2008-2009",1.96770371443056,9
"1032","b_1672",11,"2.2","2009-2010",2.71797652077013,26
"1033","b_1672",12,"2.2","2010-2011",2.37114677943552,20
"1034","b_1672",13,"2.2-2.22","2011-2012",2.33014590284822,18
"1035","b_1672",14,"1.211-2.22","2012-2013",2.3873207030327,20
"1036","b_1672",15,"1.211","2013-2014",2.36691278700238,25
"1037","b_1672",16,"1.211","2014-2015",2.11515966135442,24
"1038","b_1672",17,"1.211","2015-2016",2.10316528778689,22
"1039","b_1672",18,"1.211","2016-2017",2.35967064638451,25
"1040","b_1672",19,"1.211","2017-2018",2.50588842646029,26
"1041","b_1672",20,"1.211","2018-2019",2.29972252904839,22
"1042","b_1672",21,"1.211","2019-2020",2.70136296074672,28
"1043","b_1672",22,"1.211","2020",1.5857708352081,6
"1044","b_1672",5,"2.2","2003-2004",2.89324138746676,23
"1045","b_1672",6,"2.2","2004-2005",3.17508215751403,30
"1046","b_1672",7,"2.2","2005-2006",3.10560088589552,27
"1047","b_1672",8,"2.2","2006-2007",2.37585200720062,19
"1048","b_1672",9,"2.2","2007-2008",2.68903748457315,20
"1049","b_812",10,"2.2-2.21","2010-2011",2.2215587524918,23
"1050","b_812",11,"2.21-2.2","2011-2012",2.0590443660091,11
"1051","b_812",5,"2.2","2006",2.47859361849947,18
"1052","b_812",6,"2.2","2006-2007",2.73748680746992,27
"1053","b_812",7,"2.2","2007-2008",2.24870608812077,13
"1054","b_812",8,"2.2","2008-2009",1.77821535783246,12
"1055","b_812",9,"2.2","2009-2010",2.96977197185835,34
"1056","b_225",10,"2.11","2018-2019",3.0109991271426,31
"1057","b_225",11,"2.11","2019-2020",2.50502316944229,18
"1058","b_225",5,"2.11","2013-2014",2.76991320482885,34
"1059","b_225",6,"2.11","2014-2015",3.075457498405,31
"1060","b_225",7,"2.11","2015-2016",2.59634601985186,28
"1061","b_225",8,"2.11","2016-2017",2.68616539023029,31
"1062","b_225",9,"2.11","2017-2018",2.93460301343016,33
"1063","b_795",10,"1.211","2013",2.49773429136878,24
"1064","b_795",11,"1.211","2014",2.39395756397781,28
"1065","b_795",12,"1.211","2015-2016",2.17065370000795,22
"1066","b_795",13,"1.211","2016",2.18301057800716,22
"1067","b_795",14,"1.211","2017",2.2138576284221,25
"1068","b_795",15,"1.211","2018",3.12874267140645,36
"1069","b_795",16,"1.211","2019",2.49013045624923,29
"1070","b_795",17,"1.211","2020",1.7128070982387,8
"1071","b_795",5,"2.2","2008",1.75108419318262,8
"1072","b_795",6,"2.2","2009",2.61158853213206,18
"1073","b_795",7,"2.2","2010",2.58274040616716,19
"1074","b_795",8,"2.2-2.22","2011",2.44589650921088,19
"1075","b_795",9,"1.211-2.22-2.2","2012",2.72056913276025,26
"1076","b_790",10,"1.211","2015-2016",2.62066491025411,24
"1077","b_790",11,"1.211","2016-2017",2.72147026023367,30
"1078","b_790",12,"1.211","2017-2018",2.28457816602501,19
"1079","b_790",13,"1.211","2018-2019",2.8095628527072,23
"1080","b_790",14,"1.211","2019-2020",2.40641252109248,22
"1081","b_790",5,"2.2","2010-2011",2.9993223963516,25
"1082","b_790",6,"2.2-2.22","2011-2012",1.80915818444125,8
"1083","b_790",7,"1.211","2012-2013",2.76882304362861,29
"1084","b_790",8,"1.211","2013-2014",2.65980032729888,28
"1085","b_790",9,"1.211","2014-2015",2.27887501207515,25
"1086","b_743",10,"2.21-2.2","2011-2012",1.593371496523,9
"1087","b_743",5,"2.2","2006-2007",2.77047627904739,22
"1088","b_743",6,"2.2","2007-2008",2.47859361849947,15
"1089","b_743",7,"2.2","2008-2009",2.69285468392357,25
"1090","b_743",8,"2.2","2009-2010",2.92937729751986,26
"1091","b_743",9,"2.2","2010-2011",2.39067653182982,21
"1092","b_781",10,"2.2","2008-2009",2.60835471076171,22
"1093","b_781",11,"2.2","2009-2010",2.6069143878301,32
"1094","b_781",12,"2.2","2010-2011",2.76893186984833,33
"1095","b_781",13,"2.21-2.2","2011-2012",2.47331399476016,24
"1096","b_781",14,"2.21","2012",0,1
"1097","b_781",5,"2.2","2003-2004",3.03036235772757,35
"1098","b_781",6,"2.2","2004-2005",2.78621843603232,26
"1099","b_781",7,"2.2","2005-2006",2.81286233299144,27
"1100","b_781",8,"2.2","2006-2007",2.58180273530043,20
"1101","b_781",9,"2.2","2007-2008",2.59225271658462,19
"1102","b_752",10,"2.2","2010",2.13929674544997,16
"1103","b_752",11,"2.2-2.21","2011",2.1984428932563,20
"1104","b_752",12,"2.21-2.2","2012",1.7045514452673,6
"1105","b_752",5,"2.2","2005",2.94564918917354,26
"1106","b_752",6,"2.2","2006",2.96901374482769,23
"1107","b_752",7,"2.2","2007",2.02760768061843,15
"1108","b_752",8,"2.2","2008",2.20066318850582,11
"1109","b_752",9,"2.2","2008-2009",1.87595728945731,13
"1110","b_716",10,"2.1","2008-2009",2.5408150596697,20
"1111","b_716",11,"2.1","2009-2010",2.90910367720061,33
"1112","b_716",12,"2.1-2.11","2010-2011",2.27784818431826,23
"1113","b_716",13,"2.11","2011-2012",2.06134358205537,17
"1114","b_716",14,"2.11","2012-2013",2.74124104646904,26
"1115","b_716",15,"2.11","2013-2014",2.39166895802018,23
"1116","b_716",16,"2.11","2014-2015",2.40882440570282,23
"1117","b_716",17,"2.11","2015-2016",2.75367468745573,26
"1118","b_716",18,"2.11","2016-2017",2.33683591702021,24
"1119","b_716",19,"2.11","2017-2018",2.21363761556584,20
"1120","b_716",20,"2.11","2018-2019",2.7324533252917,22
"1121","b_716",21,"2.11","2019-2020",2.36400993630154,15
"1122","b_716",5,"2.1","2003-2004",2.78573302738271,24
"1123","b_716",6,"2.1","2004-2005",2.64655331783811,26
"1124","b_716",7,"2.1","2005-2006",3.00025504131969,27
"1125","b_716",8,"2.1","2006-2007",2.66635047644642,25
"1126","b_716",9,"2.1","2007-2008",2.35419758208751,23
"1127","b_190",5,"1.11","2015-2016",3.02455616464609,28
"1128","b_190",6,"1.11","2016-2017",3.51248273852661,47
"1129","b_190",7,"1.11","2017-2018",3.55112547311902,47
"1130","b_190",8,"1.11","2018-2019",3.4577805178575,40
"1131","b_190",9,"1.11","2019-2020",2.27409924142895,11
"1132","b_589",10,"2.11","2017-2018",2.07584479414149,23
"1133","b_589",11,"2.11","2018-2019",2.53111267653413,25
"1134","b_589",12,"2.11","2019-2020",2.55068985773731,18
"1135","b_589",5,"2.11","2012-2013",2.88888699830574,27
"1136","b_589",6,"2.11","2013-2014",3.06670284036021,33
"1137","b_589",7,"2.11","2014-2015",3.02503063822444,33
"1138","b_589",8,"2.11","2015-2016",2.27491842645119,17
"1139","b_589",9,"2.11","2016-2017",2.29779133545765,19
"1140","b_718",10,"2.12","2012",2.29196265779528,18
"1141","b_718",5,"2.1","2007-2008",2.90040665420672,26
"1142","b_718",6,"2.1","2008-2009",3.25952841070131,35
"1143","b_718",7,"2.1","2009",2.55349252625044,29
"1144","b_718",8,"2.1","2010-2011",2.65328968004683,32
"1145","b_718",9,"2.12-2.1","2011",2.09219145918866,20
"1146","b_925",10,"1.1","2008-2009",2.76489959227386,33
"1147","b_925",11,"1.1","2009-2010",3.16145173326948,40
"1148","b_925",12,"1.11-1.1","2010-2011",3.07284328951374,34
"1149","b_925",13,"1.11","2011-2012",2.75311855741046,28
"1150","b_925",14,"1.11","2012-2013",2.23364166729622,17
"1151","b_925",5,"1.1","2003-2004",3.05281322417356,42
"1152","b_925",6,"1.1","2004-2005",3.38932288798113,45
"1153","b_925",7,"1.1","2005-2006",3.47582403028341,46
"1154","b_925",8,"1.1","2006-2007",2.931455599966,27
"1155","b_925",9,"1.1","2007-2008",3.43998697083336,43
"1156","b_736",10,"2.1","2001",1.85020365247671,12
"1157","b_736",11,"2.1","2002",2.26900958992501,18
"1158","b_736",12,"2.1","2003",2.71826231894331,23
"1159","b_736",13,"2.1","2004",2.54325893747422,20
"1160","b_736",14,"2.1","2005",2.68738185732029,26
"1161","b_736",15,"2.1","2006",1.29729583062582,6
"1162","b_736",5,"2.1","1996",2.53052862247367,19
"1163","b_736",6,"2.1","1997",2.67173772647546,20
"1164","b_736",7,"2.1","1998",2.18616661762705,16
"1165","b_736",8,"2.1","1999",2.72956230658228,23
"1166","b_736",9,"2.1","2000",2.64245375026984,24
"1167","b_661",5,"2.1","2000-2001",2.854274600701,29
"1168","b_661",6,"2.1","2001-2002",2.56493933431192,22
"1169","b_661",7,"2.1","2002-2003",2.13288269928324,22
"1170","b_661",8,"2.1","2003-2004",2.83632158822961,29
"1171","b_661",9,"2.1","2004-2005",2.00438733587736,18
"1172","b_144",10,"2.11","2019-2020",2.94897715645574,29
"1173","b_144",5,"2.11","2014-2015",2.96274918883564,40
"1174","b_144",6,"2.11","2015-2016",3.1429951513395,34
"1175","b_144",7,"2.11","2016-2017",2.73258316907392,34
"1176","b_144",8,"2.11","2017-2018",3.09854253829611,36
"1177","b_144",9,"2.11","2018-2019",2.88574177391523,27
"1178","b_658",10,"2.1","2003-2004",2.60214330366169,33
"1179","b_658",11,"2.1","2004-2005",2.67529810429781,29
"1180","b_658",12,"2.1","2005-2006",2.79691717825343,27
"1181","b_658",13,"2.1","2006-2007",2.54068626133046,21
"1182","b_658",14,"2.1","2007-2008",2.55449801071443,25
"1183","b_658",15,"2.1","2008-2009",2.8942626210453,27
"1184","b_658",16,"2.1","2009-2010",2.78577192423872,33
"1185","b_658",17,"2.1","2010-2011",2.80742021523282,34
"1186","b_658",18,"2.11-2.1","2011-2012",2.51795936040599,25
"1187","b_658",19,"2.11","2012-2013",2.59543420877203,28
"1188","b_658",20,"2.11","2013-2014",2.6416017927403,32
"1189","b_658",21,"2.11","2014-2015",2.8904395615997,35
"1190","b_658",22,"2.11","2015",1.98127204016832,20
"1191","b_658",5,"2.1","1998-1999",2.66445887253359,30
"1192","b_658",6,"2.1","1999-2000",2.65290676804743,29
"1193","b_658",7,"2.1","2000-2001",2.88251814840587,27
"1194","b_658",8,"2.1","2001-2002",2.43496456208423,24
"1195","b_658",9,"2.1","2002-2003",2.68292259221441,25
"1196","b_1243",10,"2.11-2.1-2.12","2010-2011",2.08346790617414,26
"1197","b_1243",11,"2.11","2011-2012",2.21032553383129,27
"1198","b_1243",12,"2.11","2012-2013",2.67767150911849,35
"1199","b_1243",13,"2.11","2013-2014",2.87657432846322,35
"1200","b_1243",14,"2.11","2014-2015",2.33570444557009,31
"1201","b_1243",15,"2.11","2015-2016",2.82788695299762,32
"1202","b_1243",16,"2.11","2016-2017",2.60834545715231,35
"1203","b_1243",17,"2.11","2017-2018",2.7341548440525,30
"1204","b_1243",18,"2.11","2018-2019",2.8906701045429,30
"1205","b_1243",19,"2.11","2019-2020",2.39415863979567,14
"1206","b_1243",5,"2.1","2006",2.98910288867082,31
"1207","b_1243",6,"2.1","2007",3.24459202936929,37
"1208","b_1243",7,"2.1","2007-2008",3.02291601979563,30
"1209","b_1243",8,"2.1","2008-2009",2.63378508075898,28
"1210","b_1243",9,"2.1","2009-2010",2.61272486682285,32
"1211","b_594",10,"2.11","2017-2018",2.74740149327326,32
"1212","b_594",11,"2.11","2018-2019",2.89388835152946,32
"1213","b_594",12,"2.11","2019-2020",3.0342401520036,29
"1214","b_594",5,"2.11","2012-2013",2.95877336540528,33
"1215","b_594",6,"2.11","2013-2014",3.41914064250043,48
"1216","b_594",7,"2.11","2014-2015",3.19017139193133,37
"1217","b_594",8,"2.11","2015-2016",2.72863772497012,30
"1218","b_594",9,"2.11","2016-2017",3.12836509989244,31
"1219","b_1521",5,"1.1","2004",2.93440466835631,24
"1220","b_1526",10,"1.1","2007-2008",2.52690401118564,28
"1221","b_1526",11,"1.1","2008-2009",2.33184475388696,32
"1222","b_1526",12,"1.1","2009-2010",2.53522609665111,30
"1223","b_1526",13,"1.1-1.11","2010-2011",3.22454198179905,48
"1224","b_1526",14,"1.11-1.1","2011-2012",1.80731946865198,18
"1225","b_1526",15,"1.11","2012-2013",2.37332775508654,26
"1226","b_1526",16,"1.11","2013-2014",1.96119269534705,18
"1227","b_1526",17,"1.11","2014-2015",1.78126652986248,16
"1228","b_1526",18,"1.11","2015-2016",2.81413830385464,39
"1229","b_1526",19,"1.11","2016-2017",3.04478772606682,34
"1230","b_1526",20,"1.11","2017-2018",1.95946654016493,20
"1231","b_1526",21,"1.11","2018-2019",1.47900579121559,17
"1232","b_1526",22,"1.11","2019",1.41167150350017,15
"1233","b_1526",23,"1.11","2020",1.82007597536062,7
"1234","b_1526",5,"1.1","2002-2003",3.01789302308688,38
"1235","b_1526",6,"1.1","2003-2004",2.80536855233983,30
"1236","b_1526",7,"1.1","2004-2005",3.2247292215934,37
"1237","b_1526",8,"1.1","2005-2006",2.23183143109258,23
"1238","b_1526",9,"1.1","2006",2.57030229571957,29
"1239","b_135",10,"2.11","2017-2018",2.58868002718997,38
"1240","b_135",11,"2.11","2018-2019",2.2423627832691,31
"1241","b_135",12,"2.11","2019-2020",2.56854541676336,26
"1242","b_135",5,"2.11","2012-2013",2.39013412853646,27
"1243","b_135",6,"2.11","2013-2014",3.14278152534086,42
"1244","b_135",7,"2.11","2014-2015",3.09037049803424,40
"1245","b_135",8,"2.11","2015-2016",2.98647709766656,32
"1246","b_135",9,"2.11","2016-2017",2.63508872012985,38
"1247","b_704",10,"2","1991-1992",2.56784987930459,25
"1248","b_704",11,"2","1992-1993",2.4093035802637,30
"1249","b_704",12,"2","1993-1994",2.21367005425067,18
"1250","b_704",13,"2-2.1-9","1994-1995",2.28235682064059,24
"1251","b_704",14,"2.1","1995-1996",2.07973776675332,21
"1252","b_704",15,"2.1","1996-1997",2.29412845205731,23
"1253","b_704",16,"2.1","1997-1998",2.10716690561838,20
"1254","b_704",17,"2.1","1998-1999",1.87695529720511,15
"1255","b_704",18,"2.1","1999-2000",2.3247005757961,24
"1256","b_704",19,"2.1","2000",1.89983103140966,10
"1257","b_704",5,"2","1986-1987",3.17226434140452,38
"1258","b_704",6,"2","1987-1988",3.26860356093829,43
"1259","b_704",7,"2","1988-1989",2.6220429880038,22
"1260","b_704",8,"2","1989-1990",3.11781681219663,33
"1261","b_704",9,"2","1990",2.39210877962804,17
"1262","b_1235",10,"2.1","2002-2003",2.63943120887178,31
"1263","b_1235",11,"2.1","2003-2004",2.08372911416163,20
"1264","b_1235",12,"2.1","2004-2005",2.57433991527139,32
"1265","b_1235",13,"2.1","2005-2006",2.573328248358,27
"1266","b_1235",14,"2.1","2006-2007",2.55289575854122,29
"1267","b_1235",15,"2.1","2007-2008",2.46558462791103,26
"1268","b_1235",16,"2.1","2008-2009",2.80346113458416,33
"1269","b_1235",17,"2.1","2009-2010",2.60082774891448,24
"1270","b_1235",18,"2.1-2.11","2010-2011",1.81053983429269,19
"1271","b_1235",19,"2.11","2011-2012",2.54145119699744,28
"1272","b_1235",20,"2.11","2012-2013",1.92021449015549,22
"1273","b_1235",21,"2.11","2013-2014",2.05053106777274,24
"1274","b_1235",22,"2.11","2014-2015",2.65860990364177,24
"1275","b_1235",5,"2.1","1997-1998",2.31073654586173,20
"1276","b_1235",6,"2.1","1998-1999",2.27817002169676,27
"1277","b_1235",7,"2.1","1999-2000",2.72380863947211,26
"1278","b_1235",8,"2.1","2000-2001",2.47445591534019,23
"1279","b_1235",9,"2.1","2001-2002",2.74662174323671,29
"1280","b_1230",10,"2.11","2015-2016",2.41895650955345,20
"1281","b_1230",11,"2.11","2016-2017",2.79684620432485,31
"1282","b_1230",12,"2.11","2017-2018",2.64921686052037,23
"1283","b_1230",13,"2.11","2018-2019",2.52559115514144,23
"1284","b_1230",14,"2.11","2019-2020",2.70062796094922,19
"1285","b_1230",5,"2.1-2.11","2010-2011",2.47807819052462,24
"1286","b_1230",6,"2.11","2011-2012",2.84863632044877,29
"1287","b_1230",7,"2.11","2012-2013",3.1556728267772,29
"1288","b_1230",8,"2.11","2013-2014",2.89087926499223,26
"1289","b_1230",9,"2.11","2014-2015",2.8228091759853,32
"1290","b_1231",10,"2.1","2008-2009",2.17546040561536,23
"1291","b_1231",11,"2.1","2009-2010",2.66991251709821,26
"1292","b_1231",12,"2.11-2.1","2010-2011",2.11448686980143,18
"1293","b_1231",13,"2.11","2011-2012",2.6050451309974,26
"1294","b_1231",14,"2.11","2012-2013",2.48827556393316,27
"1295","b_1231",15,"2.11","2013-2014",2.27737907909293,25
"1296","b_1231",16,"2.11","2014-2015",2.77466444628204,29
"1297","b_1231",17,"2.11","2015-2016",2.48825343682288,26
"1298","b_1231",18,"2.11","2016-2017",2.38333012474761,24
"1299","b_1231",19,"2.11","2017-2018",2.9344451186663,29
"1300","b_1231",20,"2.11","2018-2019",2.36937022353564,19
"1301","b_1231",21,"2.11","2019-2020",2.27396571641925,11
"1302","b_1231",5,"2.1","2004",2.20111507011517,21
"1303","b_1231",6,"2.1","2005",2.79093122749662,34
"1304","b_1231",7,"2.1","2005-2006",2.8184011889417,26
"1305","b_1231",8,"2.1","2006-2007",2.2474683066767,22
"1306","b_1231",9,"2.1","2007-2008",2.57496264621395,26
"1307","b_1241",10,"1.1","2004-2005",2.8478331253072,27
"1308","b_1241",11,"1.1","2005-2006",2.82329222928779,25
"1309","b_1241",12,"1.1","2006-2007",2.63822154538977,23
"1310","b_1241",13,"1.1","2007-2008",1.7584232635331,15
"1311","b_1241",14,"1.1","2008-2009",1.40920203980466,15
"1312","b_1241",15,"1.1","2009",0.598269588585257,2
"1313","b_1241",5,"1.1","1999-2000",2.73617712523225,25
"1314","b_1241",6,"1.1","2000-2001",3.05127045773944,30
"1315","b_1241",7,"1.1","2001-2002",2.85733009684657,26
"1316","b_1241",8,"1.1","2002-2003",3.18645407401368,33
"1317","b_1241",9,"1.1","2003-2004",2.95631258091641,32
"1318","b_644",10,"1.11","2016-2017",1.76237006493797,19
"1319","b_644",11,"1.11","2017-2018",2.04327214933943,25
"1320","b_644",12,"1.11","2018-2019",1.88412298771784,24
"1321","b_644",13,"1.11","2019-2020",2.17561719564355,19
"1322","b_644",5,"1.11","2011-2012",2.74337432854759,17
"1323","b_644",6,"1.11","2012-2013",2.95650466114679,30
"1324","b_644",7,"1.11","2013-2014",2.40039128168646,30
"1325","b_644",8,"1.11","2014-2015",1.68262536233513,19
"1326","b_644",9,"1.11","2015-2016",2.30869644075053,25
"1327","b_701",10,"1.1","1993",2.13839724634772,9
"1328","b_701",11,"1.1","1994",2.51267116172072,16
"1329","b_701",12,"1.1","1995",1.88915916375402,7
"1330","b_701",13,"1.1","1996",1.34584611916259,6
"1331","b_701",14,"1.1","1997",2.21107655773435,25
"1332","b_701",15,"1.1","1998",2.33409350924033,25
"1333","b_701",16,"1.1","1999",2.21926278473377,30
"1334","b_701",17,"1.1","2000",2.15059924272068,23
"1335","b_701",18,"1.1","2001",2.16345194827847,19
"1336","b_701",19,"1.1","2001-2002",2.38182151168241,23
"1337","b_701",5,"1","1988",3.50350031778022,45
"1338","b_701",6,"1","1989",3.48995033637345,47
"1339","b_701",7,"1-1.1","1990",2.21980474783182,20
"1340","b_701",8,"1.1","1991",1.93286679895803,10
"1341","b_701",9,"1.1","1992",2.11057267609565,10
"1342","b_202",10,"2.11","2019-2020",2.80124091535091,20
"1343","b_202",5,"2.11","2014-2015",2.89969431449099,28
"1344","b_202",6,"2.11","2015-2016",2.75517272605436,23
"1345","b_202",7,"2.11","2016-2017",2.8380403331551,30
"1346","b_202",8,"2.11","2017-2018",2.57512271730101,27
"1347","b_202",9,"2.11","2018-2019",2.94206172129195,25
"1348","b_1222",10,"1.211","2014-2015",2.0185615185024,20
"1349","b_1222",11,"1.211","2015-2016",2.31999705725349,19
"1350","b_1222",12,"1.211","2016-2017",2.44052703343899,25
"1351","b_1222",13,"1.211","2017-2018",2.24846388344747,24
"1352","b_1222",14,"1.211","2018-2019",2.71419650704648,32
"1353","b_1222",15,"1.211","2019-2020",2.31003612033235,18
"1354","b_1222",5,"1.21","2009-2010",2.64693234339418,20
"1355","b_1222",6,"1.21","2010-2011",2.17601972910525,13
"1356","b_1222",7,"1.211","2012",0,1
"1357","b_1222",8,"1.211","2012-2013",2.46888794178578,28
"1358","b_1222",9,"1.211","2013-2014",2.34493749285252,26
"1359","b_1228",5,"1.21","2000-2001",2.25943866649069,17
