"","baboon_id","age_in_years","social_groups","hydrological_years","grooming_partner_diversity","grooming_partner_richness"
"448","b_959",10,"1.1","2007-2008",2.05288377687428,19
"449","b_959",11,"1.1","2008-2009",2.43085814764904,24
"450","b_959",12,"1.1","2009-2010",2.12518641529673,24
"451","b_959",13,"1.12-1.1","2010-2011",1.87025296448174,12
"452","b_959",14,"1.12","2011",0,1
"453","b_959",5,"1.1","2002-2003",2.74406969697066,32
"454","b_959",6,"1.1","2003-2004",2.50974104442923,24
"455","b_959",7,"1.1","2004-2005",2.53059453304335,19
"456","b_959",8,"1.1","2005-2006",2.46201498579382,26
"457","b_959",9,"1.1","2006-2007",2.085360765775,16
"458","b_1129",10,"1.1","1998-1999",2.775460167252,32
"459","b_1129",11,"1.1","1999-2000",2.07736203454933,23
"460","b_1129",12,"1.1","2000-2001",2.37041715673523,18
"461","b_1129",5,"1.1","1994",1.83244868933387,11
"462","b_1129",6,"1.1","1994-1995",1.8288411561742,8
"463","b_1129",7,"1.1","1996",0.79026796807459,3
"464","b_1129",8,"1.1","1997",2.27912769995084,22
"465","b_1129",9,"1.1","1997-1998",2.55799259002565,28
"466","b_660",5,"1.12","2012",1.37929225447268,7
"467","b_973",5,"1.12-1.1","2010-2011",2.36764916535976,19
"468","b_973",6,"1.12","2011-2012",2.48689364598642,23
"469","b_973",7,"1.12","2012",1.32966134885476,4
"470","b_1429",10,"1.1","2004-2005",2.4007141614341,26
"471","b_1429",11,"1.1","2005-2006",2.45332215929478,22
"472","b_1429",12,"1.1","2006-2007",1.98716241526179,15
"473","b_1429",13,"1.1","2007-2008",2.46236267604173,21
"474","b_1429",14,"1.1","2008-2009",2.41709285166848,24
"475","b_1429",15,"1.1","2009-2010",2.53775112754532,25
"476","b_1429",16,"1.11-1.1-1.12","2010-2011",2.16496532547049,18
"477","b_1429",17,"1.11","2011-2012",2.42571738462658,22
"478","b_1429",18,"1.11","2012-2013",2.31626716854201,26
"479","b_1429",19,"1.11","2013-2014",1.62371696022121,13
"480","b_1429",20,"1.11","2014",0.661563238157982,2
"481","b_1429",5,"1.1","1999-2000",1.48978494315315,14
"482","b_1429",6,"1.1","2000-2001",3.02599251779395,31
"483","b_1429",7,"1.1","2001-2002",3.2269178802479,34
"484","b_1429",8,"1.1","2002-2003",2.89740882641755,29
"485","b_1429",9,"1.1","2003-2004",2.50516763678112,22
"486","b_665",5,"1.11","2012-2013",3.35987724517742,38
"487","b_353",5,"2.21-2.2-2.22","2011-2012",2.4843668399738,13
"488","b_169",5,"1.11","2015-2016",0.977855178492645,14
"489","b_169",6,"1.11","2016-2017",2.8601436351159,24
"490","b_1253",10,"1.11","2016",2.84415448940692,32
"491","b_1253",11,"1.11","2017",2.13821479323286,22
"492","b_1253",12,"1.11","2018",2.72195314036685,29
"493","b_1253",13,"1.11","2019",3.02393854371467,35
"494","b_1253",14,"1.11","2020",2.19605169737507,12
"495","b_1253",5,"1.11-1.1","2011",2.73154891758592,30
"496","b_1253",6,"1.11","2012",3.1898446170457,40
"497","b_1253",7,"1.11","2013",3.36561759544709,41
"498","b_1253",8,"1.11","2014",2.18906435138753,29
"499","b_1253",9,"1.11","2015",2.30922922913986,31
"500","b_1289",5,"1.11","2016-2017",1.779544078989,19
"501","b_1289",6,"1.11","2017-2018",1.83725550330319,22
"502","b_1289",7,"1.11","2018-2019",2.590867717518,33
"503","b_1289",8,"1.11","2019-2020",2.77244734268289,30
"504","b_1289",9,"1.11","2020",1.40753174071932,5
"505","b_524",10,"1.11","2017-2018",2.53505343537268,29
"506","b_524",11,"1.11","2018-2019",2.98186724240146,33
"507","b_524",12,"1.11","2019-2020",2.62909101250258,23
"508","b_524",5,"1.11","2012-2013",3.56282920419258,44
"509","b_524",6,"1.11","2013-2014",3.40333434510712,44
"510","b_524",7,"1.11","2014-2015",3.30245363951714,42
"511","b_524",8,"1.11","2015-2016",3.17755786898723,33
"512","b_524",9,"1.11","2016-2017",2.4311477207826,28
"513","b_937",10,"1.1","2000-2001",2.69602793208766,33
"514","b_937",11,"1.1","2001-2002",2.84946475444254,34
"515","b_937",12,"1.1","2002-2003",3.0213165300909,39
"516","b_937",13,"1.1","2003-2004",2.50120761472479,29
"517","b_937",14,"1.1","2004-2005",2.63150703563286,28
"518","b_937",15,"1.1","2005",2.06860373503053,14
"519","b_937",5,"1.1","1995-1996",1.79865220625213,7
"520","b_937",6,"1.1","1996-1997",2.4943658868026,16
"521","b_937",7,"1.1","1997-1998",2.90048823555767,33
"522","b_937",8,"1.1","1998-1999",3.07768475603201,32
"523","b_937",9,"1.1","1999-2000",2.82701105498904,28
"524","b_1270",10,"1.11-1.1","2010-2011",2.35812529761302,23
"525","b_1270",11,"1.11","2011-2012",2.30256791522791,28
"526","b_1270",12,"1.11","2012-2013",2.30510925421971,24
"527","b_1270",13,"1.11","2013-2014",2.16685310256882,25
"528","b_1270",14,"1.11","2014-2015",2.63048902100744,31
"529","b_1270",15,"1.11","2015-2016",2.09748006979604,21
"530","b_1270",16,"1.11","2016-2017",2.30944616107403,24
"531","b_1270",17,"1.11","2017-2018",2.04604766221434,20
"532","b_1270",18,"1.11","2018-2019",2.48711245644253,22
"533","b_1270",19,"1.11","2019-2020",2.4026375677034,17
"534","b_1270",5,"1.1","2005-2006",2.00664299524563,19
"535","b_1270",6,"1.1","2006-2007",2.28223382203964,19
"536","b_1270",7,"1.1","2007-2008",2.82344404113597,24
"537","b_1270",8,"1.1","2008-2009",1.97034514409328,15
"538","b_1270",9,"1.1","2009-2010",2.76216394312487,28
"539","b_1260",10,"1.11","2012-2013",1.87739809762776,19
"540","b_1260",11,"1.11","2013-2014",1.98012354649124,24
"541","b_1260",12,"1.11","2014-2015",2.49139351823914,34
"542","b_1260",13,"1.11","2015-2016",1.97961838909981,22
"543","b_1260",14,"1.11","2016",1.89177865605345,13
"544","b_1260",5,"1.1","2007-2008",1.7313884199048,21
"545","b_1260",6,"1.1","2008-2009",2.15568268644436,23
"546","b_1260",7,"1.1","2009-2010",2.74621226952587,30
"547","b_1260",8,"1.1-1.11","2010-2011",2.8278102617439,33
"548","b_1260",9,"1.11","2011-2012",2.64573750838705,27
"549","b_911",5,"1.1","2006",0.562335144618808,2
"550","b_933",10,"1.1","1992-1993",1.45831922246435,5
"551","b_933",11,"1.1","1993-1994",2.49949033344441,16
"552","b_933",12,"1.1","1994-1995",2.18617586341911,11
"553","b_933",13,"1.1","1996",1.83158871894629,7
"554","b_933",14,"1.1","1997",2.62610801377215,20
"555","b_933",15,"1.1","1997-1998",2.63922367546962,26
"556","b_933",16,"1.1","1998-1999",2.27693244193073,28
"557","b_933",17,"1.1","1999-2000",1.91298253235057,23
"558","b_933",18,"1.1","2000-2001",2.30615680830911,27
"559","b_933",19,"1.1","2001-2002",2.45428013397483,27
"560","b_933",20,"1.1","2002-2003",2.11950881182629,22
"561","b_933",21,"1.1","2003",1.37707964013284,6
"562","b_933",5,"1","1987-1988",3.20196579260715,41
"563","b_933",6,"1","1988-1989",3.17190189493702,41
"564","b_933",7,"1-1.1","1989-1990",2.56301461280851,20
"565","b_933",8,"1.1","1990-1991",1.98653023662105,10
"566","b_933",9,"1.1","1992",2.09929279993392,10
"567","b_940",10,"1.1","2000-2001",2.29139358560853,21
"568","b_940",11,"1.1","2001-2002",2.86138724101938,29
"569","b_940",12,"1.1","2002-2003",2.22704751376981,17
"570","b_940",13,"1.1","2003-2004",1.5390679353897,10
"571","b_940",5,"1.1","1996",1.75824285971655,7
"572","b_940",6,"1.1","1997",2.86060405277658,26
"573","b_940",7,"1.1","1997-1998",2.99176073920075,31
"574","b_940",8,"1.1","1998-1999",1.92368893313187,23
"575","b_940",9,"1.1","1999-2000",2.28792314184128,27
"576","b_910",10,"1.11","2011-2012",1.85234800004102,15
"577","b_910",5,"1.1","2006-2007",2.70486884630365,27
"578","b_910",6,"1.1","2007-2008",2.91186213327564,30
"579","b_910",7,"1.1","2008-2009",2.27769521509735,19
"580","b_910",8,"1.1","2009-2010",2.24393609201006,27
"581","b_910",9,"1.1-1.11","2010-2011",2.1643738141706,17
"582","b_130",5,"1.11","2015-2016",3.11524825548034,33
"583","b_130",6,"1.11","2016-2017",3.18634664022142,36
"584","b_130",7,"1.11","2017-2018",2.86666446866763,31
"585","b_130",8,"1.11","2018-2019",2.62894679237646,33
"586","b_130",9,"1.11","2019-2020",2.61203827969296,26
"587","b_916",5,"1.1","2008-2009",1.33377453936105,6
"588","b_924",10,"1.11","2016-2017",2.84667408087217,29
"589","b_924",11,"1.11","2017-2018",2.49746649643196,31
"590","b_924",12,"1.11","2018-2019",2.86577290872402,24
"591","b_924",13,"1.11","2019-2020",2.51791377544899,18
"592","b_924",5,"1.11","2011-2012",3.07991633973834,28
"593","b_924",6,"1.11","2012-2013",3.40373175587618,44
"594","b_924",7,"1.11","2013-2014",2.36277231998796,26
"595","b_924",8,"1.11","2014-2015",2.36849812425353,29
"596","b_924",9,"1.11","2015-2016",3.11054509237121,38
"597","b_920",10,"1.11","2015-2016",2.38823596822141,30
"598","b_920",11,"1.11","2016-2017",2.28774390318675,28
"599","b_920",12,"1.11","2017-2018",2.58516169061585,29
"600","b_920",13,"1.11","2018-2019",2.79573338140218,30
"601","b_920",14,"1.11","2019-2020",2.16082473104371,13
"602","b_920",5,"1.11-1.1","2010-2011",2.77817351599158,29
"603","b_920",6,"1.11","2011-2012",2.87734348644245,27
"604","b_920",7,"1.11","2012-2013",2.2840699235374,27
"605","b_920",8,"1.11","2013-2014",2.59140057626282,36
"606","b_920",9,"1.11","2014-2015",2.31411224505031,33
"607","b_908",10,"1.1","2007-2008",2.99421628657733,36
"608","b_908",11,"1.1","2009",1.95802620570979,25
"609","b_908",12,"1.1-1.11","2010",2.86563488440266,39
"610","b_908",13,"1.11-1.1","2010-2011",1.99470053930141,22
"611","b_908",14,"1.11","2011-2012",2.38434710269649,28
"612","b_908",15,"1.11","2013",1.83807446970154,22
"613","b_908",16,"1.11","2014",2.20600385990627,30
"614","b_908",17,"1.11","2014-2015",2.48799300113284,31
"615","b_908",18,"1.11","2015-2016",3.00953892503164,36
"616","b_908",19,"1.11","2016-2017",2.1302583168415,19
"617","b_908",20,"1.11","2017-2018",2.45023180832903,22
"618","b_908",21,"1.11","2019",2.56333584498408,22
"619","b_908",5,"1.1","2003",2.53933991143619,28
"620","b_908",6,"1.1","2004",3.0005783629456,36
"621","b_908",7,"1.1","2005",3.49093272647272,44
"622","b_908",8,"1.1","2006",2.83870857096371,30
"623","b_908",9,"1.1","2007",2.70883455863174,34
"624","b_1165",10,"1.1","2003-2004",2.58525686667205,31
"625","b_1165",11,"1.1","2004-2005",2.06945864124822,19
"626","b_1165",12,"1.1","2005-2006",2.54472801764923,23
"627","b_1165",13,"1.1","2006-2007",1.86882866920703,19
"628","b_1165",14,"1.1","2007-2008",2.20634967226528,22
"629","b_1165",15,"1.1","2008-2009",2.40130511556393,25
"630","b_1165",16,"1.1","2009-2010",1.64459005351973,22
"631","b_1165",17,"1.1-1.11","2010-2011",2.21795472078547,29
"632","b_1165",18,"1.11","2011",1.42331886224548,9
"633","b_1165",5,"1.1","1998-1999",3.01630771290703,31
"634","b_1165",6,"1.1","1999-2000",3.06181721523734,32
"635","b_1165",7,"1.1","2000-2001",2.18770047530535,23
"636","b_1165",8,"1.1","2001-2002",2.88001519353002,27
"637","b_1165",9,"1.1","2002-2003",2.27900404509434,23
"638","b_1073",10,"1.1","2006-2007",2.24519511199215,25
"639","b_1073",11,"1.1","2007-2008",2.30471444642143,30
"640","b_1073",12,"1.1","2008-2009",2.69549831724776,32
"641","b_1073",13,"1.1","2009-2010",2.47291679115343,28
"642","b_1073",14,"1.11-1.1","2010-2011",2.6098137975583,29
"643","b_1073",15,"1.11","2011-2012",2.33839131383029,25
"644","b_1073",16,"1.11","2012-2013",2.31957386931727,25
"645","b_1073",17,"1.11","2013-2014",2.34739634410653,31
"646","b_1073",18,"1.11","2014-2015",2.1603887333354,32
"647","b_1073",19,"1.11","2015-2016",2.13217740984951,28
"648","b_1073",20,"1.11","2016-2017",2.40475553438371,31
"649","b_1073",5,"1.1","2001-2002",2.96032795218071,41
"650","b_1073",6,"1.1","2002-2003",3.10223814429661,46
"651","b_1073",7,"1.1","2003-2004",2.69482693973699,31
"652","b_1073",8,"1.1","2004-2005",2.82576783154055,32
"653","b_1073",9,"1.1","2005-2006",2.70089061079843,36
"654","b_1279",10,"1.11","2011-2012",2.39339490977175,27
"655","b_1279",11,"1.11","2013",1.89738884703595,23
"656","b_1279",12,"1.11","2013-2014",2.21802728916322,29
"657","b_1279",13,"1.11","2014-2015",2.7178734816826,34
"658","b_1279",14,"1.11","2015-2016",2.31797370751911,25
"659","b_1279",15,"1.11","2016-2017",2.29382806097042,22
"660","b_1279",16,"1.11","2017-2018",2.86582444269193,33
"661","b_1279",17,"1.11","2018-2019",2.8378790837535,25
"662","b_1279",18,"1.11","2019-2020",2.10742624568465,10
"663","b_1279",5,"1.1","2007",2.40803771907656,23
"664","b_1279",6,"1.1","2007-2008",3.45976112376171,38
"665","b_1279",7,"1.1","2008-2009",3.20083605253774,37
"666","b_1279",8,"1.1-1.11","2009-2010",2.83284224246252,34
"667","b_1279",9,"1.11-1.1","2010-2011",2.37105548299904,29
"668","b_1615",10,"1.1","2004-2005",2.41824498211222,26
"669","b_1615",11,"1.1","2005-2006",2.15817723063693,20
"670","b_1615",12,"1.1","2006-2007",2.07389145209251,19
"671","b_1615",13,"1.1","2007-2008",2.40784152251439,20
"672","b_1615",14,"1.1","2008-2009",2.30182179732503,27
"673","b_1615",15,"1.1-1.11","2009-2010",2.94666783801011,35
"674","b_1615",16,"1.11-1.1","2010-2011",2.12466264263677,20
"675","b_1615",17,"1.11","2011-2012",2.22640790733736,25
"676","b_1615",18,"1.11","2012-2013",2.16161459611479,23
"677","b_1615",19,"1.11","2013-2014",2.46016167857884,30
"678","b_1615",20,"1.11","2014-2015",1.48860067056888,9
"679","b_1615",5,"1.1","1999-2000",2.79947057711417,24
"680","b_1615",6,"1.1","2000-2001",2.90557082831961,28
"681","b_1615",7,"1.1","2001-2002",2.60944841625363,29
"682","b_1615",8,"1.1","2002-2003",2.75008407269536,32
"683","b_1615",9,"1.1","2003-2004",1.94328831205275,20
"684","b_173",10,"1.11","2019-2020",1.95451828356739,10
"685","b_173",5,"1.11","2014-2015",2.61315416143851,30
"686","b_173",6,"1.11","2015-2016",2.78809200379705,27
"687","b_173",7,"1.11","2016-2017",3.06348749351433,35
"688","b_173",8,"1.11","2017-2018",2.38294548152684,27
"689","b_173",9,"1.11","2018-2019",3.24387461995605,34
"690","b_1616",10,"1.1","2006-2007",2.21546612732448,17
"691","b_1616",11,"1.1","2007-2008",2.70798772843697,30
"692","b_1616",12,"1.1","2008-2009",2.3314235630545,24
"693","b_1616",13,"1.1","2009-2010",2.51420005127095,25
"694","b_1616",14,"1.11-1.1","2010-2011",2.3719773039529,24
"695","b_1616",15,"1.11","2011-2012",2.56101682918027,26
"696","b_1616",16,"1.11","2012-2013",2.27472319727503,21
"697","b_1616",17,"1.11","2013-2014",2.1647921511233,22
"698","b_1616",5,"1.1","2001-2002",3.12484567542935,30
"699","b_1616",6,"1.1","2002-2003",2.91096095497665,28
"700","b_1616",7,"1.1","2003-2004",2.30566172247769,24
"701","b_1616",8,"1.1","2004-2005",2.19060727923167,22
"702","b_1616",9,"1.1","2005-2006",2.41395001871033,21
"703","b_253",10,"1.221","2016-2017",1.64528709222173,13
"704","b_253",11,"1.221","2017-2018",2.03712572828403,15
"705","b_253",12,"1.221","2018-2019",2.18752357928019,13
"706","b_253",5,"1.22","2011-2012",2.60402192097245,23
"707","b_253",6,"1.22","2012-2013",2.50142777125285,26
"708","b_253",7,"1.22-1.221","2013-2014",2.87585595871889,22
"709","b_253",8,"1.221","2014-2015",2.64141985653862,19
"710","b_253",9,"1.221","2015-2016",2.44876412000681,25
"711","b_1170",10,"1.221","2014-2015",1.9186996421869,15
"712","b_1170",5,"1.22","2009-2010",3.04207473987121,41
"713","b_1170",6,"1.22","2010-2011",2.88933095150241,25
"714","b_1170",7,"1.22","2011-2012",3.24896846375963,39
"715","b_1170",8,"1.22","2012-2013",2.65475373960854,28
"716","b_1170",9,"1.221-1.22-1.222","2013-2014",2.29265329392858,27
"717","b_1551",10,"2","1990-1991",2.51702483933503,19
"718","b_1551",11,"2","1991-1992",2.88370417831745,31
"719","b_1551",12,"2","1992-1993",2.91135545551145,28
"720","b_1551",13,"2","1993-1994",2.42829601898867,21
"721","b_1551",14,"2-2.1","1994-1995",2.45634896350558,24
"722","b_1551",15,"2.1","1995-1996",2.42371859149352,20
"723","b_1551",16,"2.1","1996-1997",2.55167206446661,25
"724","b_1551",17,"2.1","1997-1998",2.26143727437721,21
"725","b_1551",18,"2.1","1998-1999",2.44619294787596,21
"726","b_1551",19,"2.1","1999-2000",2.40207777432001,21
"727","b_1551",20,"2.1","2000-2001",2.18472664714996,21
"728","b_1551",21,"2.1","2001-2002",2.44769182107394,21
"729","b_1551",22,"2.1","2002-2003",2.54053534031735,18
"730","b_1551",23,"2.1","2003-2004",2.48141599851276,20
"731","b_1551",24,"2.1","2004-2005",2.14401208031413,13
"732","b_1551",25,"2.1","2005-2006",2.4331623683951,22
"733","b_1551",26,"2.1","2006-2007",2.20121005452455,15
"734","b_1551",27,"2.1","2007",2.53298740579942,18
"735","b_1551",5,"2","1985-1986",3.24228521173536,41
"736","b_1551",6,"2","1986-1987",2.94229596876414,36
"737","b_1551",7,"2","1987-1988",3.00227360142992,33
"738","b_1551",8,"2","1988-1989",3.03198169116427,31
"739","b_1551",9,"2","1989-1990",3.18827154848986,32
"740","b_851",10,"2.2","1995-1996",1.98409075219861,20
"741","b_851",11,"2.2","1996-1997",2.61089230207257,30
"742","b_851",12,"2.2","1997-1998",2.59021053922408,26
"743","b_851",13,"2.2","1998-1999",2.73654886434011,28
"744","b_851",14,"2.2","1999-2000",2.54570483935914,26
"745","b_851",15,"2.2","2000-2001",2.25341919585117,21
"746","b_851",16,"2.2","2001-2002",2.61977615680118,29
"747","b_851",17,"2.2","2002-2003",2.96735959928371,33
"748","b_851",18,"2.2","2003-2004",3.3116256603593,48
"749","b_851",19,"2.2","2004-2005",2.63053482049138,24
"750","b_851",20,"2.2","2005-2006",2.99220687141051,37
"751","b_851",21,"2.2","2006-2007",2.58728710350323,23
"752","b_851",22,"2.2","2007-2008",2.6623430763884,29
"753","b_851",23,"2.2","2008-2009",2.68859247264674,19
"754","b_851",24,"2.2","2009-2010",2.87846637721656,32
"755","b_851",25,"2.2","2010-2011",2.57712038876834,23
"756","b_851",26,"2.2-2.21","2011-2012",2.8802588244894,26
"757","b_851",27,"2.21","2012",1.5012771853222,9
"758","b_851",5,"2","1990-1991",3.20527758781192,43
"759","b_851",6,"2","1991-1992",3.287988445082,39
"760","b_851",7,"2","1992-1993",3.20781556814169,36
"761","b_851",8,"2","1993-1994",3.04014035181459,31
"762","b_851",9,"2-2.2","1994-1995",3.25759098699851,38
"763","b_857",10,"2.2","2007-2008",2.93856386171126,31
"764","b_857",11,"2.2","2008-2009",2.41206658201883,14
"765","b_857",5,"2.2","2002-2003",2.53880988327377,37
"766","b_857",6,"2.2","2003-2004",2.71365984279201,29
"767","b_857",7,"2.2","2004-2005",2.74816539271922,28
"768","b_857",8,"2.2","2005-2006",2.53949413392313,22
"769","b_857",9,"2.2","2006-2007",2.6422235084366,22
"770","b_844",5,"2.2-2.21","2011-2012",2.55662071194457,18
"771","b_846",5,"2.2-2.21","2011-2012",2.85287879663544,21
"772","b_846",6,"2.21","2012",1.88915916375402,7
"773","b_855",10,"2.2","2003-2004",2.44820699154318,24
"774","b_855",11,"2.2","2004-2005",2.68090807656816,26
"775","b_855",12,"2.2","2005-2006",2.15922134018187,18
"776","b_855",13,"2.2","2006-2007",2.68921982502082,22
"777","b_855",14,"2.2","2007-2008",2.44581406458799,18
"778","b_855",15,"2.2","2008-2009",2.60223535631754,25
"779","b_855",16,"2.2","2009-2010",2.91862186296458,28
"780","b_855",17,"2.2","2010-2011",2.37458397912534,20
"781","b_855",5,"2.2","1998-1999",2.43390738813162,25
"782","b_855",6,"2.2","1999-2000",2.37756873907462,21
"783","b_855",7,"2.2","2000-2001",2.72814949323877,22
"784","b_855",8,"2.2","2001-2002",2.4845459559506,21
"785","b_855",9,"2.2","2002-2003",2.5219920930096,25
"786","b_1272",10,"2.1","2002-2003",2.78152896684926,34
"787","b_1272",11,"2.1","2003-2004",2.67390834694917,32
"788","b_1272",12,"2.1","2004-2005",2.12955179987242,21
"789","b_1272",13,"2.1","2005-2006",2.21228010622152,21
"790","b_1272",14,"2.1","2006-2007",2.6634921459228,28
"791","b_1272",15,"2.1","2007-2008",2.41618823643875,27
"792","b_1272",16,"2.1","2008-2009",2.50938471779959,26
"793","b_1272",17,"2.1","2009-2010",2.42715244563234,27
"794","b_1272",18,"2.1-2.12","2010-2011",2.59884324134908,26
"795","b_1272",19,"2.12","2011-2012",2.4589946018478,21
"796","b_1272",20,"2.12","2012",2.07068821997274,15
"797","b_1272",5,"2.1","1997-1998",2.12194499932979,21
"798","b_1272",6,"2.1","1998-1999",2.07162659004161,21
"799","b_1272",7,"2.1","1999-2000",2.3402767197567,21
"800","b_1272",8,"2.1","2000-2001",2.41588312118666,19
"801","b_1272",9,"2.1","2001-2002",2.23810545724716,24
"802","b_105",5,"2.12-2.11","2011-2012",2.8504971381122,24
"803","b_105",6,"2.12","2012",1.99381726651068,9
"804","b_756",10,"2.11","2013-2014",2.84500613819629,29
"805","b_756",11,"2.11","2014-2015",2.84324779705166,25
"806","b_756",12,"2.11","2015-2016",2.87674643995552,23
"807","b_756",13,"2.11","2016-2017",2.35870933570236,25
"808","b_756",5,"2.1","2008-2009",1.54721858555175,14
"809","b_756",6,"2.1","2009-2010",2.80478485629117,31
"810","b_756",7,"2.1-2.11-2.12","2010-2011",2.5770886169896,27
"811","b_756",8,"2.11","2011-2012",2.26199184857629,17
"812","b_756",9,"2.11","2012-2013",2.57055469588634,17
"813","b_834",10,"2.1","2009-2010",2.70013454804529,30
"814","b_834",11,"2.1","2010-2011",2.47443053159286,26
"815","b_834",12,"2.12-2.1","2011-2012",2.11991943016882,15
"816","b_834",13,"2.12","2012",2.61232596822261,22
"817","b_834",5,"2.1","2004-2005",2.40567662646159,25
"818","b_834",6,"2.1","2005-2006",2.88382753327855,28
"819","b_834",7,"2.1","2006-2007",2.20915228921979,21
"820","b_834",8,"2.1","2007-2008",2.56505356682916,24
"821","b_834",9,"2.1","2008",2.6842274843528,29
"822","b_835",10,"2.1-2.12","2010-2011",2.28233305274831,23
"823","b_835",11,"2.12","2011-2012",2.30174367141938,19
"824","b_835",12,"2.12","2012",1.85093843435248,8
"825","b_835",5,"2.1","2005-2006",3.10130542624398,35
"826","b_835",6,"2.1","2006-2007",3.00076557818808,31
"827","b_835",7,"2.1","2007-2008",2.69436084249914,27
"828","b_835",8,"2.1","2008-2009",2.78733779460464,31
"829","b_835",9,"2.1","2009-2010",2.54303377366087,29
"830","b_839",5,"2.12","2011-2012",2.14477856792857,18
"831","b_839",6,"2.12","2012",2.09172077353578,12
"832","b_1265",10,"2.2","1999-2000",2.81588485171167,28
"833","b_1265",11,"2.2","2000-2001",2.70670687112842,24
"834","b_1265",12,"2.2","2001-2002",2.59851032447464,36
"835","b_1265",13,"2.2","2002-2003",2.38611929364616,31
"836","b_1265",14,"2.2","2003-2004",2.56942386040416,25
"837","b_1265",15,"2.2","2004-2005",2.60735539072622,25
"838","b_1265",16,"2.2","2005-2006",1.98735979274659,11
"839","b_1265",17,"2.2","2006-2007",1.96782711635643,17
"840","b_1265",18,"2.2","2007-2008",2.52335597718528,18
"841","b_1265",19,"2.2","2008-2009",1.4546247143256,6
"842","b_1265",5,"2.2-9","1994-1995",2.95688356644689,29
"843","b_1265",6,"2.2","1995-1996",2.92638616165455,29
"844","b_1265",7,"2.2","1996-1997",2.7284272137172,29
"845","b_1265",8,"2.2","1997-1998",2.83304335643347,31
"846","b_1265",9,"2.2","1998-1999",2.70197891434605,28
"847","b_763",10,"2.2","2001-2002",2.59740593710531,19
"848","b_763",11,"2.2","2002-2003",2.93655532420346,29
"849","b_763",12,"2.2","2003-2004",2.7883830085977,35
"850","b_763",13,"2.2","2004-2005",2.4014627316994,14
"851","b_763",14,"2.2","2005-2006",2.49252320658164,22
"852","b_763",15,"2.2","2006-2007",2.17217071534677,20
"853","b_763",16,"2.2","2007-2008",2.35670927089025,16
"854","b_763",17,"2.2","2008-2009",2.57714036039855,21
"855","b_763",18,"2.2","2009",1.73798344858705,6
"856","b_763",5,"2.2","1996-1997",2.75447991195241,27
"857","b_763",6,"2.2","1997-1998",2.62891181594216,23
"858","b_763",7,"2.2","1998-1999",2.33358504577339,23
"859","b_763",8,"2.2","1999-2000",2.37988496728279,20
"860","b_763",9,"2.2","2000-2001",2.66159536038528,22
"861","b_1264",10,"2.2","2000-2001",2.31492314075183,17
"862","b_1264",11,"2.2","2001-2002",2.61898412011924,25
"863","b_1264",12,"2.2","2002-2003",3.02356656955714,41
"864","b_1264",13,"2.2","2003-2004",2.34357487010537,23
"865","b_1264",14,"2.2","2004-2005",2.41625503224516,22
"866","b_1264",15,"2.2","2005-2006",2.4673301756512,22
"867","b_1264",16,"2.2","2006-2007",2.49777294372829,21
"868","b_1264",17,"2.2","2007-2008",2.7498681246077,22
"869","b_1264",18,"2.2","2008-2009",2.62221451666309,21
"870","b_1264",19,"2.2","2009-2010",3.01495181860016,31
"871","b_1264",20,"2.2","2010-2011",2.53623320655825,20
"872","b_1264",21,"2.22-2.2","2011-2012",1.88309735314946,10
"873","b_1264",5,"2.2","1995-1996",2.75975301740626,22
"874","b_1264",6,"2.2","1996-1997",2.83161616931627,32
"875","b_1264",7,"2.2","1997-1998",2.41112007555037,27
"876","b_1264",8,"2.2","1998-1999",2.81347158159234,26
"877","b_1264",9,"2.2","1999-2000",2.49244489406646,26
"878","b_799",10,"2.2","2009-2010",2.56348608309162,33
"879","b_799",11,"2.2","2010-2011",2.72705516680524,32
"880","b_799",12,"2.2-2.21","2011-2012",2.61477801318429,24
"881","b_799",13,"2.21-2.2","2012",1.08219553003877,3
"882","b_799",5,"2.2","2004-2005",3.08856147797618,32
"883","b_799",6,"2.2","2005-2006",3.04366167292381,31
"884","b_799",7,"2.2","2006-2007",2.58098061829532,18
"885","b_799",8,"2.2","2007-2008",2.66172034114977,27
"886","b_799",9,"2.2","2008-2009",2.05147473378323,13
"887","b_138",5,"2.12","2012",2.65910464642324,21
"888","b_120",5,"2.12","2011-2012",2.61896357251754,23
"889","b_120",6,"2.12","2012",1.80591772229434,7
"890","b_797",10,"2.2","2002-2003",2.49810044867533,25
"891","b_797",11,"2.2","2003-2004",2.63154611789439,27
"892","b_797",12,"2.2","2004-2005",2.618647235378,26
"893","b_797",13,"2.2","2005",1.3575585458958,6
"894","b_797",5,"2.2","1997",2.72015073475623,27
"895","b_797",6,"2.2","1998-1999",2.86312381619928,33
"896","b_797",7,"2.2","1999-2000",2.66576919372925,27
"897","b_797",8,"2.2","2000-2001",2.63705967297085,20
"898","b_797",9,"2.2","2001-2002",2.1965075589283,17
"899","b_760",10,"2.2-2-9","1994-1995",2.53825396811792,25
"900","b_760",11,"2.2","1995-1996",2.43703191281528,27
"901","b_760",12,"2.2","1996-1997",2.60039088866262,27
"902","b_760",13,"2.2","1997-1998",2.73173314708946,26
"903","b_760",14,"2.2","1998-1999",2.65876904378538,27
"904","b_760",15,"2.2","1999-2000",2.55241328650364,25
"905","b_760",16,"2.2","2000-2001",2.43699733263702,20
"906","b_760",17,"2.2","2001-2002",2.73065491557216,27
