"","ID","FATHER","MOTHER"
"1371","Baboon_1041",NA,"Baboon_305"
"1372","Baboon_1331",NA,"Baboon_1943"
"1373","Baboon_1631",NA,"Baboon_1943"
"1374","Baboon_1394",NA,"Baboon_519"
"1375","Baboon_1743",NA,"Baboon_307"
"1376","Baboon_1211",NA,"Baboon_1071"
"1377","Baboon_2044",NA,"Baboon_519"
"1378","Baboon_1159",NA,"Baboon_1936"
"1379","Baboon_1474",NA,"Baboon_1936"
"1380","Baboon_1849",NA,"Baboon_1071"
"1381","Baboon_1",NA,NA
"1382","Baboon_1363",NA,"Baboon_2027"
"1383","Baboon_1703",NA,NA
"1384","Baboon_2059",NA,NA
"1385","Baboon_1333",NA,NA
"1386","Baboon_2105",NA,"Baboon_426"
"1387","Baboon_1799",NA,"Baboon_520"
"1388","Baboon_1027",NA,"Baboon_523"
"1389","Baboon_1350",NA,"Baboon_1260"
"1390","Baboon_1453",NA,"Baboon_429"
"1391","Baboon_1153",NA,"Baboon_1546"
"1392","Baboon_1906",NA,"Baboon_1395"
"1393","Baboon_1091",NA,"Baboon_1395"
"1394","Baboon_1485",NA,"Baboon_525"
"1395","Baboon_1598",NA,"Baboon_1395"
"1396","Baboon_1170",NA,"Baboon_313"
"1397","Baboon_1582",NA,"Baboon_430"
"1398","Baboon_1150",NA,"Baboon_430"
"1399","Baboon_1209",NA,"Baboon_1886"
"1400","Baboon_1295",NA,"Baboon_525"
"1401","Baboon_1064",NA,"Baboon_313"
"1402","Baboon_15",NA,NA
"1403","Baboon_1974",NA,NA
"1404","Baboon_1504",NA,"Baboon_432"
"1405","Baboon_1717",NA,"Baboon_313"
"1406","Baboon_1261",NA,"Baboon_1810"
"1407","Baboon_1740",NA,"Baboon_1669"
"1408","Baboon_1509",NA,"Baboon_1483"
"1409","Baboon_1708",NA,"Baboon_1585"
"1410","Baboon_1236",NA,"Baboon_1669"
"1411","Baboon_314",NA,"Baboon_1091"
"1412","Baboon_1898",NA,"Baboon_1261"
"1413","Baboon_445",NA,"Baboon_1261"
"1414","Baboon_1873",NA,"Baboon_1261"
"1415","Baboon_1215",NA,"Baboon_437"
"1416","Baboon_1026",NA,"Baboon_1169"
"1417","Baboon_1546",NA,NA
"1418","Baboon_1771",NA,"Baboon_320"
"1419","Baboon_1962",NA,"Baboon_1169"
"1420","Baboon_1070",NA,"Baboon_403"
"1421","Baboon_1296",NA,NA
"1422","Baboon_26",NA,NA
"1423","Baboon_1807",NA,"Baboon_439"
"1424","Baboon_1643",NA,"Baboon_2101"
"1425","Baboon_1976",NA,"Baboon_1594"
"1426","Baboon_119",NA,NA
"1427","Baboon_1595",NA,"Baboon_1059"
"1428","Baboon_1471",NA,"Baboon_1059"
"1429","Baboon_1795",NA,"Baboon_1026"
"1430","Baboon_1460",NA,"Baboon_1026"
"1431","Baboon_2005",NA,"Baboon_1026"
"1432","Baboon_1053",NA,"Baboon_1026"
"1433","Baboon_1794",NA,"Baboon_1026"
"1434","Baboon_1999",NA,"Baboon_1026"
"1435","Baboon_2027",NA,"Baboon_1563"
"1436","Baboon_316",NA,"Baboon_324"
"1437","Baboon_1732",NA,NA
"1438","Baboon_1663",NA,"Baboon_538"
"1439","Baboon_1354",NA,"Baboon_324"
"1440","Baboon_1357",NA,"Baboon_1710"
"1441","Baboon_1682",NA,"Baboon_1916"
"1442","Baboon_1171",NA,NA
"1443","Baboon_1040",NA,"Baboon_2035"
"1444","Baboon_1483",NA,NA
"1445","Baboon_1764",NA,NA
"1446","Baboon_156",NA,NA
"1447","Baboon_157",NA,NA
"1448","Baboon_1585",NA,"Baboon_1636"
"1449","Baboon_2088",NA,"Baboon_1198"
"1450","Baboon_211",NA,NA
"1451","Baboon_1565",NA,NA
"1452","Baboon_1260",NA,"Baboon_1422"
"1453","Baboon_1669",NA,NA
"1454","Baboon_1658",NA,"Baboon_1836"
"1455","Baboon_1588",NA,"Baboon_507"
"1456","Baboon_1217",NA,"Baboon_1836"
"1457","Baboon_1626",NA,"Baboon_332"
"1458","Baboon_1560",NA,"Baboon_2087"
"1459","Baboon_1765",NA,"Baboon_509"
"1460","Baboon_1693",NA,"Baboon_1258"
"1461","Baboon_1537",NA,"Baboon_333"
"1462","Baboon_1172",NA,NA
"1463","Baboon_1910",NA,"Baboon_1310"
"1464","Baboon_1409",NA,"Baboon_1622"
"1465","Baboon_1608",NA,"Baboon_1622"
"1466","Baboon_1073",NA,"Baboon_1310"
"1467","Baboon_1484",NA,"Baboon_1695"
"1468","Baboon_1050",NA,"Baboon_1260"
"1469","Baboon_1375",NA,"Baboon_493"
"1470","Baboon_2074",NA,"Baboon_512"
"1471","Baboon_1146",NA,"Baboon_1520"
"1472","Baboon_1755",NA,"Baboon_493"
"1473","Baboon_1877",NA,"Baboon_448"
"1474","Baboon_1305",NA,"Baboon_555"
"1475","Baboon_1969",NA,"Baboon_1248"
"1476","Baboon_1291",NA,NA
"1477","Baboon_1266",NA,"Baboon_1248"
"1478","Baboon_1801",NA,"Baboon_1248"
"1479","Baboon_1747",NA,"Baboon_450"
"1480","Baboon_1878",NA,"Baboon_336"
"1481","Baboon_1938",NA,"Baboon_450"
"1482","Baboon_1083",NA,"Baboon_1042"
"1483","Baboon_1886",NA,NA
"1484","Baboon_1690",NA,"Baboon_1597"
"1485","Baboon_1804",NA,"Baboon_567"
"1486","Baboon_2036",NA,"Baboon_1042"
"1487","Baboon_415",NA,NA
"1488","Baboon_1756",NA,"Baboon_570"
"1489","Baboon_1072",NA,"Baboon_393"
"1490","Baboon_421",NA,NA
"1491","Baboon_2080",NA,"Baboon_1741"
"1492","Baboon_1496",NA,"Baboon_1741"
"1493","Baboon_1100",NA,"Baboon_1741"
"1494","Baboon_1258",NA,"Baboon_1741"
"1495","Baboon_2017",NA,"Baboon_1591"
"1496","Baboon_1706",NA,"Baboon_1741"
"1497","Baboon_1406",NA,"Baboon_2059"
"1498","Baboon_1562",NA,NA
"1499","Baboon_2018",NA,"Baboon_587"
"1500","Baboon_477",NA,NA
"1501","Baboon_1439",NA,NA
"1502","Baboon_2136",NA,"Baboon_1557"
"1503","Baboon_1872",NA,"Baboon_503"
"1504","Baboon_134",NA,NA
"1505","Baboon_593",NA,NA
"1506","Baboon_27",NA,NA
"1507","Baboon_1437",NA,NA
"1508","Baboon_1587",NA,"Baboon_2126"
"1509","Baboon_2127",NA,"Baboon_1260"
"1510","Baboon_1916",NA,NA
"1511","Baboon_1963",NA,NA
"1512","Baboon_2016",NA,"Baboon_349"
"1513","Baboon_1448",NA,"Baboon_1839"
"1514","Baboon_138",NA,NA
"1515","Baboon_12",NA,NA
"1516","Baboon_424",NA,NA
"1517","Baboon_591",NA,NA
"1518","Baboon_1250",NA,"Baboon_1341"
"1519","Baboon_1933",NA,"Baboon_1703"
"1520","Baboon_1841",NA,"Baboon_1703"
"1521","Baboon_1176",NA,"Baboon_1323"
"1522","Baboon_1032",NA,"Baboon_1597"
"1523","Baboon_1535",NA,"Baboon_407"
"1524","Baboon_2079",NA,"Baboon_417"
"1525","Baboon_1472",NA,"Baboon_1678"
"1526","Baboon_1870",NA,"Baboon_354"
"1527","Baboon_1895",NA,"Baboon_1597"
"1528","Baboon_1293",NA,"Baboon_1291"
"1529","Baboon_1818",NA,"Baboon_1291"
"1530","Baboon_1455",NA,NA
"1531","Baboon_1739",NA,"Baboon_1291"
"1532","Baboon_1705",NA,"Baboon_1483"
"1533","Baboon_1979",NA,NA
"1534","Baboon_2024",NA,"Baboon_361"
"1535","Baboon_1380",NA,"Baboon_1483"
"1536","Baboon_505",NA,"Baboon_1585"
"1537","Baboon_458",NA,NA
"1538","Baboon_1557",NA,NA
"1539","Baboon_25",NA,NA
"1540","Baboon_1530",NA,"Baboon_403"
"1541","Baboon_1458",NA,"Baboon_534"
"1542","Baboon_2102",NA,"Baboon_503"
"1543","Baboon_1424",NA,"Baboon_1713"
"1544","Baboon_412",NA,NA
"1545","Baboon_1193",NA,"Baboon_534"
"1546","Baboon_40",NA,NA
"1547","Baboon_1464",NA,"Baboon_2010"
"1548","Baboon_1638",NA,"Baboon_499"
"1549","Baboon_1413",NA,"Baboon_2126"
"1550","Baboon_409",NA,NA
"1551","Baboon_2022",NA,"Baboon_2010"
"1552","Baboon_1503",NA,"Baboon_1594"
"1553","Baboon_376",NA,NA
"1554","Baboon_447",NA,NA
"1555","Baboon_1798",NA,"Baboon_1801"
"1556","Baboon_2137",NA,"Baboon_1007"
"1557","Baboon_1143",NA,"Baboon_1801"
"1558","Baboon_1605",NA,"Baboon_1026"
"1559","Baboon_241",NA,NA
"1560","Baboon_1049",NA,"Baboon_1710"
"1561","Baboon_213",NA,NA
"1562","Baboon_1566",NA,NA
"1563","Baboon_571",NA,NA
"1564","Baboon_1531",NA,"Baboon_431"
"1565","Baboon_1757",NA,"Baboon_1721"
"1566","Baboon_1716",NA,NA
"1567","Baboon_1181",NA,"Baboon_494"
"1568","Baboon_1322",NA,"Baboon_417"
"1569","Baboon_1889",NA,"Baboon_393"
"1570","Baboon_1622",NA,"Baboon_1636"
"1571","Baboon_1369",NA,"Baboon_407"
"1572","Baboon_1164",NA,"Baboon_2056"
"1573","Baboon_46",NA,NA
"1574","Baboon_1063",NA,"Baboon_1836"
"1575","Baboon_1803",NA,"Baboon_1848"
"1576","Baboon_1913",NA,"Baboon_507"
"1577","Baboon_132",NA,NA
"1578","Baboon_37",NA,NA
"1579","Baboon_1372",NA,"Baboon_2087"
"1580","Baboon_1031",NA,"Baboon_540"
"1581","Baboon_1076",NA,"Baboon_1836"
"1582","Baboon_1297",NA,NA
"1583","Baboon_1866",NA,"Baboon_1713"
"1584","Baboon_1796",NA,"Baboon_1258"
"1585","Baboon_429",NA,"Baboon_413"
"1586","Baboon_2118",NA,"Baboon_544"
"1587","Baboon_522",NA,"Baboon_544"
"1588","Baboon_1928",NA,"Baboon_476"
"1589","Baboon_1084",NA,"Baboon_499"
"1590","Baboon_1377",NA,"Baboon_550"
"1591","Baboon_41",NA,NA
"1592","Baboon_359",NA,NA
"1593","Baboon_112",NA,NA
"1594","Baboon_1848",NA,"Baboon_1440"
"1595","Baboon_2051",NA,"Baboon_1440"
"1596","Baboon_589",NA,NA
"1597","Baboon_1323",NA,NA
"1598","Baboon_1575",NA,"Baboon_1703"
"1599","Baboon_93",NA,NA
"1600","Baboon_1785",NA,"Baboon_514"
"1601","Baboon_1869",NA,"Baboon_1607"
"1602","Baboon_2069",NA,"Baboon_494"
"1603","Baboon_407",NA,"Baboon_1703"
"1604","Baboon_2042",NA,"Baboon_416"
"1605","Baboon_1151",NA,NA
"1606","Baboon_1968",NA,NA
"1607","Baboon_2035",NA,NA
"1608","Baboon_2050",NA,NA
"1609","Baboon_1292",NA,"Baboon_1597"
"1610","Baboon_1169",NA,NA
"1611","Baboon_2076",NA,"Baboon_570"
"1612","Baboon_1130",NA,"Baboon_2114"
"1613","Baboon_1578",NA,"Baboon_1051"
"1614","Baboon_1012",NA,"Baboon_495"
"1615","Baboon_492",NA,"Baboon_1585"
"1616","Baboon_1449",NA,"Baboon_1848"
"1617","Baboon_1892",NA,"Baboon_530"
"1618","Baboon_1624",NA,"Baboon_583"
"1619","Baboon_1087",NA,"Baboon_587"
"1620","Baboon_459",NA,NA
"1621","Baboon_1834",NA,"Baboon_1169"
"1622","Baboon_225",NA,NA
"1623","Baboon_2048",NA,"Baboon_534"
"1624","Baboon_1992",NA,"Baboon_542"
"1625","Baboon_1025",NA,"Baboon_1713"
"1626","Baboon_1248",NA,NA
"1627","Baboon_1117",NA,"Baboon_1713"
"1628","Baboon_175",NA,NA
"1629","Baboon_2015",NA,"Baboon_1682"
"1630","Baboon_1811",NA,NA
"1631","Baboon_452",NA,NA
"1632","Baboon_82",NA,NA
"1633","Baboon_1584",NA,"Baboon_2010"
"1634","Baboon_1914",NA,"Baboon_1224"
"1635","Baboon_1425",NA,"Baboon_555"
"1636","Baboon_537",NA,"Baboon_538"
"1637","Baboon_1003",NA,"Baboon_1546"
"1638","Baboon_1304",NA,"Baboon_1026"
"1639","Baboon_1343",NA,NA
"1640","Baboon_592",NA,NA
"1641","Baboon_1571",NA,"Baboon_502"
"1642","Baboon_1018",NA,"Baboon_1703"
"1643","Baboon_1721",NA,"Baboon_1710"
"1644","Baboon_22",NA,NA
"1645","Baboon_1710",NA,NA
"1646","Baboon_456",NA,NA
"1647","Baboon_153",NA,NA
"1648","Baboon_2007",NA,"Baboon_502"
"1649","Baboon_343",NA,NA
"1650","Baboon_325",NA,NA
"1651","Baboon_600",NA,NA
"1652","Baboon_1075",NA,"Baboon_510"
"1653","Baboon_208",NA,NA
"1654","Baboon_470",NA,NA
"1655","Baboon_1058",NA,"Baboon_539"
"1656","Baboon_455",NA,NA
"1657","Baboon_1395",NA,NA
"1658","Baboon_1649",NA,"Baboon_403"
"1659","Baboon_502",NA,"Baboon_1585"
"1660","Baboon_1237",NA,"Baboon_2089"
"1661","Baboon_1168",NA,"Baboon_540"
"1662","Baboon_469",NA,NA
"1663","Baboon_2103",NA,"Baboon_1546"
"1664","Baboon_10",NA,NA
"1665","Baboon_595",NA,NA
"1666","Baboon_1699",NA,"Baboon_481"
"1667","Baboon_1672",NA,"Baboon_567"
"1668","Baboon_1826",NA,"Baboon_481"
"1669","Baboon_1415",NA,"Baboon_505"
"1670","Baboon_2077",NA,"Baboon_2010"
"1671","Baboon_1996",NA,"Baboon_1224"
"1672","Baboon_1700",NA,NA
"1673","Baboon_8",NA,NA
"1674","Baboon_1553",NA,"Baboon_537"
"1675","Baboon_1463",NA,"Baboon_523"
"1676","Baboon_2012",NA,"Baboon_538"
"1677","Baboon_1201",NA,"Baboon_417"
"1678","Baboon_1915",NA,"Baboon_507"
"1679","Baboon_1853",NA,"Baboon_539"
"1680","Baboon_1316",NA,"Baboon_1741"
"1681","Baboon_1569",NA,"Baboon_1428"
"1682","Baboon_1609",NA,"Baboon_578"
"1683","Baboon_1013",NA,"Baboon_416"
"1684","Baboon_1950",NA,"Baboon_567"
"1685","Baboon_1563",NA,NA
"1686","Baboon_1273",NA,"Baboon_514"
"1687","Baboon_1093",NA,"Baboon_1721"
"1688","Baboon_389",NA,NA
"1689","Baboon_1489",NA,NA
"1690","Baboon_218",NA,NA
"1691","Baboon_1652",NA,"Baboon_1224"
"1692","Baboon_401",NA,NA
"1693","Baboon_1347",NA,"Baboon_530"
"1694","Baboon_526",NA,"Baboon_525"
"1695","Baboon_1791",NA,"Baboon_450"
"1696","Baboon_1408",NA,"Baboon_582"
"1697","Baboon_1911",NA,"Baboon_507"
"1698","Baboon_23",NA,NA
"1699","Baboon_1222",NA,"Baboon_507"
"1700","Baboon_1871",NA,"Baboon_519"
"1701","Baboon_1243",NA,"Baboon_518"
"1702","Baboon_2085",NA,"Baboon_495"
"1703","Baboon_2134",NA,"Baboon_1224"
"1704","Baboon_16",NA,NA
"1705","Baboon_20",NA,NA
"1706","Baboon_440",NA,NA
"1707","Baboon_158",NA,NA
"1708","Baboon_1487",NA,"Baboon_578"
"1709","Baboon_1396",NA,NA
"1710","Baboon_230",NA,NA
"1711","Baboon_594",NA,NA
"1712","Baboon_1459",NA,NA
"1713","Baboon_2014",NA,"Baboon_457"
"1714","Baboon_29",NA,NA
"1715","Baboon_581",NA,NA
"1716","Baboon_410",NA,NA
"1717","Baboon_17",NA,NA
"1718","Baboon_387",NA,NA
"1719","Baboon_60",NA,NA
"1720","Baboon_489",NA,NA
"1721","Baboon_1252",NA,"Baboon_514"
"1722","Baboon_232",NA,NA
"1723","Baboon_1202",NA,"Baboon_1483"
"1724","Baboon_1840",NA,"Baboon_507"
"1725","Baboon_220",NA,NA
"1726","Baboon_85",NA,NA
"1727","Baboon_2087",NA,NA
"1728","Baboon_466",NA,NA
"1729","Baboon_385",NA,NA
"1730","Baboon_164",NA,NA
"1731","Baboon_322",NA,NA
"1732","Baboon_19",NA,NA
"1733","Baboon_1676",NA,"Baboon_573"
"1734","Baboon_1139",NA,"Baboon_500"
"1735","Baboon_1358",NA,"Baboon_444"
"1736","Baboon_599",NA,NA
"1737","Baboon_597",NA,NA
